ALGORITHM,ELEMENT ARRAY TYPE,ARRAY ORDER,START TIME,END TIME,ELAPSED TIME
PassPerItem,int,random,153115565180152,153115965591168,400411016
UntilNoChange,int,random,153115966212450,153116305893293,339680843
WhileNeeded,int,random,153116306059191,153116536545341,230486150
PassPerItem,int,random,153116536939423,153116943581226,406641803
UntilNoChange,int,random,153116943739520,153117269710042,325970522
WhileNeeded,int,random,153117269870791,153117499535825,229665034
PassPerItem,int,random,153117499933897,153117900853659,400919762
UntilNoChange,int,random,153117901057905,153118228499701,327441796
WhileNeeded,int,random,153118228653954,153118458286973,229633019
PassPerItem,int,random,153118458713146,153118861545222,402832076
UntilNoChange,int,random,153118861742649,153119205914783,344172134
WhileNeeded,int,random,153119206123877,153119483283801,277159924
PassPerItem,int,random,153119483725479,153119892821762,409096283
UntilNoChange,int,random,153119893002011,153120224268861,331266850
WhileNeeded,int,random,153120224414474,153120453286925,228872451
PassPerItem,int,random,153120453697927,153120854493019,400795092
UntilNoChange,int,random,153120854642573,153121185865613,331223040
WhileNeeded,int,random,153121186024813,153121415896015,229871202
PassPerItem,int,random,153121416408472,153121817373268,400964796
UntilNoChange,int,random,153121817555714,153122144364342,326808628
WhileNeeded,int,random,153122144509617,153122375038543,230528926
PassPerItem,int,random,153122375522792,153122776715044,401192252
UntilNoChange,int,random,153122776851204,153123103411240,326560036
WhileNeeded,int,random,153123103556209,153123332907717,229351508
PassPerItem,int,random,153123333301137,153123734037176,400736039
UntilNoChange,int,random,153123734172871,153124059127916,324955045
WhileNeeded,int,random,153124059260062,153124287498896,228238834
PassPerItem,int,random,153124287902888,153124688265676,400362788
UntilNoChange,int,random,153124688404027,153125014386876,325982849
WhileNeeded,int,random,153125014531145,153125243501190,228970045
PassPerItem,int,random,153125243950277,153125645477600,401527323
UntilNoChange,int,random,153125645632261,153125972343352,326711091
WhileNeeded,int,random,153125972488992,153126209586883,237097891
PassPerItem,int,random,153126210000863,153126614610113,404609250
UntilNoChange,int,random,153126614757266,153126940773469,326016203
WhileNeeded,int,random,153126940885391,153127170094752,229209361
PassPerItem,int,random,153127170515722,153127572061202,401545480
UntilNoChange,int,random,153127572178677,153127900015355,327836678
WhileNeeded,int,random,153127900133350,153128130906674,230773324
PassPerItem,int,random,153128131276963,153128532458654,401181691
UntilNoChange,int,random,153128532599191,153128859957759,327358568
WhileNeeded,int,random,153128860076361,153129089623908,229547547
PassPerItem,int,random,153129089979866,153129490462440,400482574
UntilNoChange,int,random,153129490575480,153129814409068,323833588
WhileNeeded,int,random,153129814519205,153130043434579,228915374
PassPerItem,int,random,153130043738323,153130445010586,401272263
UntilNoChange,int,random,153130445116135,153130772214091,327097956
WhileNeeded,int,random,153130772303460,153131002825884,230522424
PassPerItem,int,random,153131003170750,153131408730913,405560163
UntilNoChange,int,random,153131408839432,153131737613147,328773715
WhileNeeded,int,random,153131737718123,153131969838288,232120165
PassPerItem,int,random,153131970234877,153132371014376,400779499
UntilNoChange,int,random,153132371133290,153132697388601,326255311
WhileNeeded,int,random,153132697492811,153132925993148,228500337
PassPerItem,int,random,153132926299106,153133327655939,401356833
UntilNoChange,int,random,153133327762946,153133653244103,325481157
WhileNeeded,int,random,153133653344010,153133883003727,229659717
PassPerItem,int,random,153133883318609,153134284761282,401442673
UntilNoChange,int,random,153134284867879,153134609351284,324483405
WhileNeeded,int,random,153134609456715,153134839377186,229920471
PassPerItem,int,random,153134839696379,153135240927922,401231543
UntilNoChange,int,random,153135241034995,153135569443710,328408715
WhileNeeded,int,random,153135569542439,153135799365554,229823115
PassPerItem,int,random,153135799663379,153136205095674,405432295
UntilNoChange,int,random,153136205206115,153136533831906,328625791
WhileNeeded,int,random,153136533932374,153136763025929,229093555
PassPerItem,int,random,153136763318479,153137164530026,401211547
UntilNoChange,int,random,153137164638569,153137492052444,327413875
WhileNeeded,int,random,153137492160635,153137721198609,229037974
PassPerItem,int,random,153137721486543,153138121194958,399708415
UntilNoChange,int,random,153138121296228,153138447760716,326464488
WhileNeeded,int,random,153138447864641,153138676427785,228563144
PassPerItem,int,random,153138676766593,153139076867539,400100946
UntilNoChange,int,random,153139076974124,153139403194303,326220179
WhileNeeded,int,random,153139403294607,153139631368445,228073838
PassPerItem,int,random,153139631781145,153140032095627,400314482
UntilNoChange,int,random,153140032203042,153140356691030,324487988
WhileNeeded,int,random,153140356783528,153140586289306,229505778
PassPerItem,int,random,153140586717242,153140987522693,400805451
UntilNoChange,int,random,153140987651951,153141320025842,332373891
WhileNeeded,int,random,153141320127020,153141549528805,229401785
PassPerItem,int,random,153141549917570,153141950787770,400870200
UntilNoChange,int,random,153141950893277,153142278947831,328054554
WhileNeeded,int,random,153142279047801,153142508447530,229399729
PassPerItem,int,random,153142508805709,153142909764390,400958681
UntilNoChange,int,random,153142909871368,153143236258660,326387292
WhileNeeded,int,random,153143236365582,153143465666635,229301053
PassPerItem,int,random,153143465982063,153143866310296,400328233
UntilNoChange,int,random,153143866416821,153144193436399,327019578
WhileNeeded,int,random,153144193544579,153144422526183,228981604
PassPerItem,int,random,153144422846652,153144824198654,401352002
UntilNoChange,int,random,153144824298826,153145152371604,328072778
WhileNeeded,int,random,153145152506052,153145382995580,230489528
PassPerItem,int,random,153145383335357,153145784228475,400893118
UntilNoChange,int,random,153145784348822,153146114917421,330568599
WhileNeeded,int,random,153146115032225,153146346284628,231252403
PassPerItem,int,random,153146346619287,153146748984216,402364929
UntilNoChange,int,random,153146749088571,153147075480231,326391660
WhileNeeded,int,random,153147075604620,153147303357933,227753313
PassPerItem,int,random,153147303660523,153147704065047,400404524
UntilNoChange,int,random,153147704168132,153148028887605,324719473
WhileNeeded,int,random,153148028979866,153148258029394,229049528
PassPerItem,int,random,153148258335308,153148660549224,402213916
UntilNoChange,int,random,153148660704362,153149003861645,343157283
WhileNeeded,int,random,153149003976512,153149235581920,231605408
PassPerItem,int,random,153149235924623,153149635931114,400006491
UntilNoChange,int,random,153149636044358,153149960845006,324800648
WhileNeeded,int,random,153149960943526,153150190569850,229626324
PassPerItem,int,random,153150190922438,153150591323899,400401461
UntilNoChange,int,random,153150591457512,153150916459530,325002018
WhileNeeded,int,random,153150916559411,153151151095768,234536357
PassPerItem,int,random,153151151496618,153151551679692,400183074
UntilNoChange,int,random,153151551783304,153151877100888,325317584
WhileNeeded,int,random,153151877204076,153152104949634,227745558
PassPerItem,int,random,153152105304231,153152504437990,399133759
UntilNoChange,int,random,153152504541254,153152828493804,323952550
WhileNeeded,int,random,153152828587958,153153056070962,227483004
PassPerItem,int,random,153153056436428,153153456587451,400151023
UntilNoChange,int,random,153153456697249,153153783604519,326907270
WhileNeeded,int,random,153153783726273,153154012441118,228714845
PassPerItem,int,random,153154012758927,153154413237772,400478845
UntilNoChange,int,random,153154413334968,153154735984454,322649486
WhileNeeded,int,random,153154736082098,153154964008665,227926567
PassPerItem,int,random,153154964363181,153155364284621,399921440
UntilNoChange,int,random,153155364388645,153155688327249,323938604
WhileNeeded,int,random,153155688433730,153155916848528,228414798
PassPerItem,int,random,153155917346937,153156323339737,405992800
UntilNoChange,int,random,153156323453333,153156650489305,327035972
WhileNeeded,int,random,153156650614674,153156881223101,230608427
PassPerItem,int,random,153156881697837,153157284896107,403198270
UntilNoChange,int,random,153157285001818,153157612107766,327105948
WhileNeeded,int,random,153157612197520,153157841581111,229383591
PassPerItem,int,random,153157841922396,153158242530194,400607798
UntilNoChange,int,random,153158242628674,153158569170263,326541589
WhileNeeded,int,random,153158569262902,153158799101250,229838348
PassPerItem,int,random,153158799478831,153159199407712,399928881
UntilNoChange,int,random,153159199528999,153159521464245,321935246
WhileNeeded,int,random,153159521564321,153159750636473,229072152
PassPerItem,int,random,153159750990768,153160152045935,401055167
UntilNoChange,int,random,153160152143309,153160479255760,327112451
WhileNeeded,int,random,153160479352513,153160708559211,229206698
PassPerItem,int,random,153160708904190,153161112636145,403731955
UntilNoChange,int,random,153161112742431,153161439235342,326492911
WhileNeeded,int,random,153161439345149,153161668097406,228752257
PassPerItem,int,random,153161668527296,153162070240825,401713529
UntilNoChange,int,random,153162070340523,153162396393432,326052909
WhileNeeded,int,random,153162396490956,153162627820468,231329512
PassPerItem,int,random,153162628166032,153163028017800,399851768
UntilNoChange,int,random,153163028113249,153163353759044,325645795
WhileNeeded,int,random,153163353857269,153163584421927,230564658
PassPerItem,int,random,153163584806711,153163983805900,398999189
UntilNoChange,int,random,153163983905097,153164308464286,324559189
WhileNeeded,int,random,153164308559671,153164536298125,227738454
PassPerItem,int,random,153164536658535,153164936469458,399810923
UntilNoChange,int,random,153164936568930,153165260574268,324005338
WhileNeeded,int,random,153165260663650,153165488547863,227884213
PassPerItem,int,random,153165488910623,153165889434891,400524268
UntilNoChange,int,random,153165889532392,153166220700983,331168591
WhileNeeded,int,random,153166220798299,153166450260664,229462365
PassPerItem,int,random,153166450630971,153166851439215,400808244
UntilNoChange,int,random,153166851540800,153167180329537,328788737
WhileNeeded,int,random,153167180440470,153167413368509,232928039
PassPerItem,int,random,153167413684816,153167814211464,400526648
UntilNoChange,int,random,153167814299047,153168140343703,326044656
WhileNeeded,int,random,153168140437725,153168370041765,229604040
PassPerItem,int,random,153168370519948,153168771588274,401068326
UntilNoChange,int,random,153168771682745,153169099397716,327714971
WhileNeeded,int,random,153169099492927,153169329960874,230467947
PassPerItem,int,random,153169330357920,153169731203726,400845806
UntilNoChange,int,random,153169731312358,153170057011079,325698721
WhileNeeded,int,random,153170057105785,153170286492567,229386782
PassPerItem,int,random,153170286842885,153170687485898,400643013
UntilNoChange,int,random,153170687581832,153171013864854,326283022
WhileNeeded,int,random,153171013958953,153171247462020,233503067
PassPerItem,int,random,153171247802092,153171648722416,400920324
UntilNoChange,int,random,153171648819949,153171974165166,325345217
WhileNeeded,int,random,153171974255642,153172204130824,229875182
PassPerItem,int,random,153172204514264,153172618023154,413508890
UntilNoChange,int,random,153172618127358,153172945205408,327078050
WhileNeeded,int,random,153172945302739,153173174876924,229574185
PassPerItem,int,random,153173175229879,153173576121818,400891939
UntilNoChange,int,random,153173576219557,153173902820354,326600797
WhileNeeded,int,random,153173902923890,153174132822504,229898614
PassPerItem,int,random,153174133223746,153174533661352,400437606
UntilNoChange,int,random,153174533759590,153174861150041,327390451
WhileNeeded,int,random,153174861261021,153175091025693,229764672
PassPerItem,int,random,153175091360238,153175494080044,402719806
UntilNoChange,int,random,153175494193780,153175817345517,323151737
WhileNeeded,int,random,153175817451732,153176046606436,229154704
PassPerItem,int,random,153176046986815,153176451307916,404321101
UntilNoChange,int,random,153176451405510,153176778618738,327213228
WhileNeeded,int,random,153176778701827,153177007526021,228824194
PassPerItem,int,random,153177007955987,153177410910171,402954184
UntilNoChange,int,random,153177411010495,153177740398976,329388481
WhileNeeded,int,random,153177740496829,153177969392011,228895182
PassPerItem,int,random,153177969777109,153178371670617,401893508
UntilNoChange,int,random,153178371771443,153178697177575,325406132
WhileNeeded,int,random,153178697267372,153178926985018,229717646
PassPerItem,int,random,153178927331348,153179327864303,400532955
UntilNoChange,int,random,153179327956332,153179654416015,326459683
WhileNeeded,int,random,153179654521217,153179883789153,229267936
PassPerItem,int,random,153179884143721,153180291045233,406901512
UntilNoChange,int,random,153180291144042,153180615623983,324479941
WhileNeeded,int,random,153180615728087,153180845035294,229307207
PassPerItem,int,random,153180845435102,153181250375185,404940083
UntilNoChange,int,random,153181250471642,153181576206546,325734904
WhileNeeded,int,random,153181576291394,153181805131059,228839665
PassPerItem,int,random,153181805539443,153182205326094,399786651
UntilNoChange,int,random,153182205418421,153182532550007,327131586
WhileNeeded,int,random,153182532646565,153182761168933,228522368
PassPerItem,int,random,153182761456216,153183161599384,400143168
UntilNoChange,int,random,153183161693580,153183488489276,326795696
WhileNeeded,int,random,153183488579468,153183717095292,228515824
PassPerItem,int,random,153183717378282,153184117609460,400231178
UntilNoChange,int,random,153184117699216,153184444137647,326438431
WhileNeeded,int,random,153184444224539,153184672716939,228492400
PassPerItem,int,random,153184673060265,153185073649547,400589282
UntilNoChange,int,random,153185073743184,153185397686911,323943727
WhileNeeded,int,random,153185397788448,153185627036689,229248241
PassPerItem,int,random,153185627398993,153186028400531,401001538
UntilNoChange,int,random,153186028496028,153186358994217,330498189
WhileNeeded,int,random,153186359084425,153186588101265,229016840
PassPerItem,int,random,153186588438959,153186988081095,399642136
UntilNoChange,int,random,153186988169810,153187313357336,325187526
WhileNeeded,int,random,153187313451547,153187542939925,229488378
PassPerItem,int,random,153187543269668,153187943883395,400613727
UntilNoChange,int,random,153187943995916,153188270684395,326688479
WhileNeeded,int,random,153188270779229,153188502413578,231634349
PassPerItem,int,random,153188502791951,153188902434849,399642898
UntilNoChange,int,random,153188902521487,153189227588029,325066542
WhileNeeded,int,random,153189227679351,153189457175172,229495821
PassPerItem,int,random,153189457580877,153189858381803,400800926
UntilNoChange,int,random,153189858477154,153190186119744,327642590
WhileNeeded,int,random,153190186249498,153190415561465,229311967
PassPerItem,int,random,153190415880112,153190815187422,399307310
UntilNoChange,int,random,153190815289186,153191144394697,329105511
WhileNeeded,int,random,153191144490600,153191373356994,228866394
PassPerItem,int,random,153191373674929,153191774128943,400454014
UntilNoChange,int,random,153191774228746,153192100152998,325924252
WhileNeeded,int,random,153192100240047,153192329231639,228991592
PassPerItem,int,random,153192329542838,153192729941343,400398505
UntilNoChange,int,random,153192730031305,153193055650751,325619446
WhileNeeded,int,random,153193055731361,153193285331857,229600496
PassPerItem,int,random,153193285659281,153193685311051,399651770
UntilNoChange,int,random,153193685395738,153194011139775,325744037
WhileNeeded,int,random,153194011253840,153194241010510,229756670
PassPerItem,int,random,153194241333203,153194642312839,400979636
UntilNoChange,int,random,153194642414056,153194968105217,325691161
WhileNeeded,int,random,153194968211038,153195198011193,229800155
PassPerItem,int,random,153195198380701,153195598755142,400374441
UntilNoChange,int,random,153195598870941,153195925984391,327113450
WhileNeeded,int,random,153195926089803,153196159904847,233815044
PassPerItem,int,random,153196160307911,153196562569361,402261450
UntilNoChange,int,random,153196562676374,153196889440744,326764370
WhileNeeded,int,random,153196889558403,153197118704344,229145941
PassPerItem,int,random,153197119077020,153197519559874,400482854
UntilNoChange,int,random,153197519688184,153197845969944,326281760
WhileNeeded,int,random,153197846088265,153198075564664,229476399
PassPerItem,int,random,153198075911501,153198478836309,402924808
UntilNoChange,int,random,153198478933718,153198806975312,328041594
WhileNeeded,int,random,153198807065192,153199036267370,229202178
PassPerItem,int,random,153199036664516,153199436937265,400272749
UntilNoChange,int,random,153199437031035,153199762988294,325957259
WhileNeeded,int,random,153199763070297,153199992931919,229861622
PassPerItem,int,random,153199993269925,153200393172149,399902224
UntilNoChange,int,random,153200393281035,153200719658330,326377295
WhileNeeded,int,random,153200719739698,153200948453935,228714237
PassPerItem,int,random,153200948811498,153201353449388,404637890
UntilNoChange,int,random,153201353557166,153201681186299,327629133
WhileNeeded,int,random,153201681294888,153201909703794,228408906
PassPerItem,int,random,153201910134656,153202313419573,403284917
UntilNoChange,int,random,153202313614280,153202662504799,348890519
WhileNeeded,int,random,153202662608238,153202892227916,229619678
PassPerItem,int,random,153202892577132,153203292537724,399960592
UntilNoChange,int,random,153203292618733,153203619383511,326764778
WhileNeeded,int,random,153203619472097,153203848608477,229136380
PassPerItem,int,random,153203848954117,153204250669380,401715263
UntilNoChange,int,random,153204250763003,153204577313369,326550366
WhileNeeded,int,random,153204577433504,153204808086680,230653176
PassPerItem,int,random,153204808437298,153205210975295,402537997
UntilNoChange,int,random,153205211079474,153205538659383,327579909
WhileNeeded,int,random,153205538745692,153205768869976,230124284
PassPerItem,int,random,153205769227214,153206174793285,405566071
UntilNoChange,int,random,153206174884474,153206502250164,327365690
WhileNeeded,int,random,153206502344928,153206732380614,230035686
PassPerItem,int,random,153206732720769,153207133993135,401272366
UntilNoChange,int,random,153207134091400,153207462977374,328885974
WhileNeeded,int,random,153207463078886,153207692708114,229629228
PassPerItem,int,random,153207693055235,153208093946157,400890922
UntilNoChange,int,random,153208094040685,153208418761059,324720374
WhileNeeded,int,random,153208418852513,153208648211171,229358658
PassPerItem,int,random,153208648607795,153209049866942,401259147
UntilNoChange,int,random,153209049961303,153209377973691,328012388
WhileNeeded,int,random,153209378101150,153209611414312,233313162
PassPerItem,int,random,153209611753954,153210013047544,401293590
UntilNoChange,int,random,153210013148726,153210341442906,328294180
WhileNeeded,int,random,153210341540694,153210574106518,232565824
PassPerItem,int,random,153210574598672,153210974380115,399781443
UntilNoChange,int,random,153210974472717,153211307053712,332580995
WhileNeeded,int,random,153211307162076,153211535233312,228071236
PassPerItem,int,random,153211535569332,153211935232844,399663512
UntilNoChange,int,random,153211935323172,153212260925075,325601903
WhileNeeded,int,random,153212261007001,153212489326373,228319372
PassPerItem,int,random,153212489679034,153212890247095,400568061
UntilNoChange,int,random,153212890341216,153213217470941,327129725
WhileNeeded,int,random,153213217551455,153213447163948,229612493
PassPerItem,int,random,153213447560596,153213846762051,399201455
UntilNoChange,int,random,153213846849885,153214172886611,326036726
WhileNeeded,int,random,153214172980645,153214401469919,228489274
PassPerItem,int,random,153214401822664,153214802569908,400747244
UntilNoChange,int,random,153214802752197,153215127105294,324353097
WhileNeeded,int,random,153215127197349,153215356214050,229016701
PassPerItem,int,random,153215356579982,153215757336984,400757002
UntilNoChange,int,random,153215757432377,153216086668794,329236417
WhileNeeded,int,random,153216086766588,153216318619721,231853133
PassPerItem,int,random,153216322474859,153216722115955,399641096
UntilNoChange,int,random,153216722202495,153217045830974,323628479
WhileNeeded,int,random,153217045914366,153217274439124,228524758
PassPerItem,int,random,153217274707842,153217674907957,400200115
UntilNoChange,int,random,153217674985141,153218001747179,326762038
WhileNeeded,int,random,153218001831658,153218230561282,228729624
PassPerItem,int,random,153218230866839,153218632228250,401361411
UntilNoChange,int,random,153218632307821,153218960764079,328456258
WhileNeeded,int,random,153218960844247,153219191733024,230888777
PassPerItem,int,random,153219192058531,153219592423296,400364765
UntilNoChange,int,random,153219592509909,153219917530413,325020504
WhileNeeded,int,random,153219917604288,153220147601653,229997365
PassPerItem,int,random,153220147956430,153220548641414,400684984
UntilNoChange,int,random,153220548723275,153220874088196,325364921
WhileNeeded,int,random,153220874182519,153221104331770,230149251
PassPerItem,int,random,153221104684768,153221507181774,402497006
UntilNoChange,int,random,153221507260207,153221832128491,324868284
WhileNeeded,int,random,153221832197239,153222060959540,228762301
PassPerItem,int,random,153222061189949,153222462402644,401212695
UntilNoChange,int,random,153222462483821,153222790355129,327871308
WhileNeeded,int,random,153222790442387,153223020849360,230406973
PassPerItem,int,random,153223021082848,153223422229243,401146395
UntilNoChange,int,random,153223422315360,153223747354616,325039256
WhileNeeded,int,random,153223747419672,153223977208753,229789081
PassPerItem,int,random,153223977446094,153224378162890,400716796
UntilNoChange,int,random,153224378274181,153224703945921,325671740
WhileNeeded,int,random,153224704021019,153224933623704,229602685
PassPerItem,int,random,153224933854289,153225334725883,400871594
UntilNoChange,int,random,153225334801451,153225661861434,327059983
WhileNeeded,int,random,153225661939090,153225891202398,229263308
PassPerItem,int,random,153225891425604,153226295513282,404087678
UntilNoChange,int,random,153226295593313,153226622450595,326857282
WhileNeeded,int,random,153226622530763,153226851218761,228687998
PassPerItem,int,random,153226851447655,153227251840813,400393158
UntilNoChange,int,random,153227251918031,153227574866965,322948934
WhileNeeded,int,random,153227574943609,153227803982301,229038692
PassPerItem,int,random,153227804267703,153228204447316,400179613
UntilNoChange,int,random,153228204525620,153228531419074,326893454
WhileNeeded,int,random,153228531496498,153228760725815,229229317
PassPerItem,int,random,153228760991645,153229161524709,400533064
UntilNoChange,int,random,153229161613457,153229488640395,327026938
WhileNeeded,int,random,153229488725433,153229717069513,228344080
PassPerItem,int,random,153229717348300,153230117839131,400490831
UntilNoChange,int,random,153230117923593,153230445756338,327832745
WhileNeeded,int,random,153230445850634,153230676873771,231023137
PassPerItem,int,random,153230677107877,153231080110425,403002548
UntilNoChange,int,random,153231080192158,153231409472974,329280816
WhileNeeded,int,random,153231409547560,153231639317967,229770407
PassPerItem,int,random,153231639565525,153232038886723,399321198
UntilNoChange,int,random,153232038966923,153232366029648,327062725
WhileNeeded,int,random,153232366102100,153232595349915,229247815
PassPerItem,int,random,153232595579744,153232996638335,401058591
UntilNoChange,int,random,153232996715900,153233324480472,327764572
WhileNeeded,int,random,153233324562758,153233554238571,229675813
PassPerItem,int,random,153233554553358,153233954623474,400070116
UntilNoChange,int,random,153233954707476,153234280986423,326278947
WhileNeeded,int,random,153234281065525,153234510272981,229207456
PassPerItem,int,random,153234510546533,153234911383740,400837207
UntilNoChange,int,random,153234911463178,153235239314757,327851579
WhileNeeded,int,random,153235239408201,153235469230306,229822105
PassPerItem,int,sorted,153241989250649,153242249253853,260003204
UntilNoChange,int,sorted,153242249350595,153242249370518,19923
WhileNeeded,int,sorted,153242249401799,153242249453540,51741
PassPerItem,int,sorted,153242249668913,153242513114262,263445349
UntilNoChange,int,sorted,153242513210680,153242513230566,19886
WhileNeeded,int,sorted,153242513256904,153242513281126,24222
PassPerItem,int,sorted,153242513536519,153242773217939,259681420
UntilNoChange,int,sorted,153242773327272,153242773347911,20639
WhileNeeded,int,sorted,153242773377570,153242773399805,22235
PassPerItem,int,sorted,153242773668482,153243037559986,263891504
UntilNoChange,int,sorted,153243037682342,153243037702741,20399
WhileNeeded,int,sorted,153243037747776,153243037786118,38342
PassPerItem,int,sorted,153243037906462,153243299572586,261666124
UntilNoChange,int,sorted,153243299646786,153243299666369,19583
WhileNeeded,int,sorted,153243299709230,153243299726675,17445
PassPerItem,int,sorted,153243299889385,153243561173597,261284212
UntilNoChange,int,sorted,153243561243294,153243561262574,19280
WhileNeeded,int,sorted,153243561283833,153243561300166,16333
PassPerItem,int,sorted,153243561405994,153243823953148,262547154
UntilNoChange,int,sorted,153243824032148,153243824052262,20114
WhileNeeded,int,sorted,153243824103071,153243824121713,18642
PassPerItem,int,sorted,153243824279826,153244084441017,260161191
UntilNoChange,int,sorted,153244084508802,153244084527986,19184
WhileNeeded,int,sorted,153244084548771,153244084570725,21954
PassPerItem,int,sorted,153244084773146,153244344775778,260002632
UntilNoChange,int,sorted,153244344849024,153244344869248,20224
WhileNeeded,int,sorted,153244344891696,153244344909297,17601
PassPerItem,int,sorted,153244345093993,153244605813377,260719384
UntilNoChange,int,sorted,153244605884045,153244605903835,19790
WhileNeeded,int,sorted,153244605926240,153244605943547,17307
PassPerItem,int,sorted,153244606111402,153244867599367,261487965
UntilNoChange,int,sorted,153244867683254,153244867703661,20407
WhileNeeded,int,sorted,153244867726500,153244867743973,17473
PassPerItem,int,sorted,153244867972864,153245129153447,261180583
UntilNoChange,int,sorted,153245129241545,153245129275105,33560
WhileNeeded,int,sorted,153245129308733,153245129366897,58164
PassPerItem,int,sorted,153245129610374,153245390575508,260965134
UntilNoChange,int,sorted,153245390655269,153245390674664,19395
WhileNeeded,int,sorted,153245390696085,153245390712675,16590
PassPerItem,int,sorted,153245390818188,153245650096885,259278697
UntilNoChange,int,sorted,153245650159064,153245650178409,19345
WhileNeeded,int,sorted,153245650198625,153245650215216,16591
PassPerItem,int,sorted,153245650335734,153245909708756,259373022
UntilNoChange,int,sorted,153245909769824,153245909789835,20011
WhileNeeded,int,sorted,153245909809945,153245909826541,16596
PassPerItem,int,sorted,153245909932239,153246178170860,268238621
UntilNoChange,int,sorted,153246178245731,153246178265718,19987
WhileNeeded,int,sorted,153246178287868,153246178305562,17694
PassPerItem,int,sorted,153246178474273,153246439108574,260634301
UntilNoChange,int,sorted,153246439189870,153246439209032,19162
WhileNeeded,int,sorted,153246439231030,153246439247653,16623
PassPerItem,int,sorted,153246439511468,153246701804100,262292632
UntilNoChange,int,sorted,153246701881754,153246701900734,18980
WhileNeeded,int,sorted,153246701926734,153246701943538,16804
PassPerItem,int,sorted,153246702108908,153246962646780,260537872
UntilNoChange,int,sorted,153246962714713,153246962734452,19739
WhileNeeded,int,sorted,153246962755381,153246962771740,16359
PassPerItem,int,sorted,153246962959399,153247224759185,261799786
UntilNoChange,int,sorted,153247224842917,153247224862832,19915
WhileNeeded,int,sorted,153247224903503,153247224920410,16907
PassPerItem,int,sorted,153247225141872,153247485489050,260347178
UntilNoChange,int,sorted,153247485583785,153247485603341,19556
WhileNeeded,int,sorted,153247485630210,153247485647971,17761
PassPerItem,int,sorted,153247485817966,153247747215499,261397533
UntilNoChange,int,sorted,153247747290557,153247747309709,19152
WhileNeeded,int,sorted,153247747341239,153247747358368,17129
PassPerItem,int,sorted,153247747540511,153248009148092,261607581
UntilNoChange,int,sorted,153248009222161,153248009242270,20109
WhileNeeded,int,sorted,153248009299830,153248009318746,18916
PassPerItem,int,sorted,153248009532348,153248270704269,261171921
UntilNoChange,int,sorted,153248270794919,153248270814805,19886
WhileNeeded,int,sorted,153248270835507,153248270872397,36890
PassPerItem,int,sorted,153248271027509,153248531756466,260728957
UntilNoChange,int,sorted,153248531836542,153248531864186,27644
WhileNeeded,int,sorted,153248531923999,153248531951024,27025
PassPerItem,int,sorted,153248532183078,153248793185640,261002562
UntilNoChange,int,sorted,153248793287343,153248793306360,19017
WhileNeeded,int,sorted,153248793351500,153248793375669,24169
PassPerItem,int,sorted,153248793578699,153249054504910,260926211
UntilNoChange,int,sorted,153249054570631,153249054589693,19062
WhileNeeded,int,sorted,153249054609498,153249054626608,17110
PassPerItem,int,sorted,153249054754915,153249315502720,260747805
UntilNoChange,int,sorted,153249315559463,153249315578813,19350
WhileNeeded,int,sorted,153249315597624,153249315614097,16473
PassPerItem,int,sorted,153249315777486,153249575814743,260037257
UntilNoChange,int,sorted,153249575913828,153249575945179,31351
WhileNeeded,int,sorted,153249576007165,153249576080330,73165
PassPerItem,int,sorted,153249576294618,153249837468172,261173554
UntilNoChange,int,sorted,153249837529721,153249837548666,18945
WhileNeeded,int,sorted,153249837567225,153249837584051,16826
PassPerItem,int,sorted,153249837708114,153250098136557,260428443
UntilNoChange,int,sorted,153250098198673,153250098217993,19320
WhileNeeded,int,sorted,153250098237328,153250098255450,18122
PassPerItem,int,sorted,153250098377095,153250358563865,260186770
UntilNoChange,int,sorted,153250358627860,153250358646709,18849
WhileNeeded,int,sorted,153250358666112,153250358683193,17081
PassPerItem,int,sorted,153250358855066,153250618428895,259573829
UntilNoChange,int,sorted,153250618490703,153250618509635,18932
WhileNeeded,int,sorted,153250618527928,153250618544888,16960
PassPerItem,int,sorted,153250618706838,153250879536975,260830137
UntilNoChange,int,sorted,153250879602814,153250879622288,19474
WhileNeeded,int,sorted,153250879640994,153250879657939,16945
PassPerItem,int,sorted,153250879783589,153251145767513,265983924
UntilNoChange,int,sorted,153251145841137,153251145863242,22105
WhileNeeded,int,sorted,153251145884391,153251145905727,21336
PassPerItem,int,sorted,153251146051983,153251415029075,268977092
UntilNoChange,int,sorted,153251415100665,153251415120528,19863
WhileNeeded,int,sorted,153251415140277,153251415179316,39039
PassPerItem,int,sorted,153251415351407,153251675494584,260143177
UntilNoChange,int,sorted,153251675551462,153251675570634,19172
WhileNeeded,int,sorted,153251675616346,153251675634358,18012
PassPerItem,int,sorted,153251675802018,153251934656871,258854853
UntilNoChange,int,sorted,153251934713255,153251934733107,19852
WhileNeeded,int,sorted,153251934751373,153251934767993,16620
PassPerItem,int,sorted,153251935043544,153252195931443,260887899
UntilNoChange,int,sorted,153252196007723,153252196063052,55329
WhileNeeded,int,sorted,153252196110780,153252196156199,45419
PassPerItem,int,sorted,153252196510122,153252460935576,264425454
UntilNoChange,int,sorted,153252461008208,153252461027833,19625
WhileNeeded,int,sorted,153252461065097,153252461082178,17081
PassPerItem,int,sorted,153252461296671,153252722909992,261613321
UntilNoChange,int,sorted,153252722979114,153252722998410,19296
WhileNeeded,int,sorted,153252723020808,153252723038123,17315
