ALGORITHM,ELEMENT ARRAY TYPE,ARRAY ORDER,START TIME,END TIME,ELAPSED TIME
WhileNeeded,String,duplicates,156081206405445,156081792840163,586434718
PassPerItem,String,duplicates,156081793506740,156082868588423,1075081683
UntilNoChange,String,duplicates,156082868636255,156083941700050,1073063795
WhileNeeded,String,duplicates,156083941746446,156084528736042,586989596
PassPerItem,String,duplicates,156084529458354,156085615306084,1085847730
UntilNoChange,String,duplicates,156085615345560,156086689979680,1074634120
WhileNeeded,String,duplicates,156086690017635,156087347495172,657477537
PassPerItem,String,duplicates,156087348471254,156088473585856,1125114602
UntilNoChange,String,duplicates,156088473631583,156089561596724,1087965141
WhileNeeded,String,duplicates,156089561643348,156090152740136,591096788
PassPerItem,String,duplicates,156090153408320,156091243673795,1090265475
UntilNoChange,String,duplicates,156091243734065,156092338182659,1094448594
WhileNeeded,String,duplicates,156092338227807,156092930611369,592383562
PassPerItem,String,duplicates,156092931379310,156094022300432,1090921122
UntilNoChange,String,duplicates,156094022346896,156095096408046,1074061150
WhileNeeded,String,duplicates,156095096444513,156095682629201,586184688
PassPerItem,String,duplicates,156095683294764,156096796310345,1113015581
UntilNoChange,String,duplicates,156096796351545,156097912682440,1116330895
WhileNeeded,String,duplicates,156097912740929,156098510062587,597321658
PassPerItem,String,duplicates,156098510868508,156099610944101,1100075593
UntilNoChange,String,duplicates,156099610988482,156100703653064,1092664582
WhileNeeded,String,duplicates,156100703694687,156101295627390,591932703
PassPerItem,String,duplicates,156101296307429,156102392148262,1095840833
UntilNoChange,String,duplicates,156102392190807,156103467227306,1075036499
WhileNeeded,String,duplicates,156103467274619,156104054337909,587063290
PassPerItem,String,duplicates,156104055048690,156105155751121,1100702431
UntilNoChange,String,duplicates,156105155794812,156106261349206,1105554394
WhileNeeded,String,duplicates,156106261402921,156106856782657,595379736
PassPerItem,String,duplicates,156106857509735,156107943200761,1085691026
UntilNoChange,String,duplicates,156107943242005,156109017737553,1074495548
WhileNeeded,String,duplicates,156109017785795,156109600618664,582832869
PassPerItem,String,duplicates,156109601344645,156110704582970,1103238325
UntilNoChange,String,duplicates,156110704627352,156111778384356,1073757004
WhileNeeded,String,duplicates,156111778431201,156112360418550,581987349
PassPerItem,String,duplicates,156112361218168,156113427404492,1066186324
UntilNoChange,String,duplicates,156113427455712,156114462513833,1035058121
WhileNeeded,String,duplicates,156114462559482,156115065190981,602631499
PassPerItem,String,duplicates,156115066002097,156116135370505,1069368408
UntilNoChange,String,duplicates,156116135416545,156117214537682,1079121137
WhileNeeded,String,duplicates,156117214590906,156117792399674,577808768
PassPerItem,String,duplicates,156117793134408,156118871819112,1078684704
UntilNoChange,String,duplicates,156118871864435,156119946591091,1074726656
WhileNeeded,String,duplicates,156119946631658,156120534957058,588325400
PassPerItem,String,duplicates,156120535714810,156121617437544,1081722734
UntilNoChange,String,duplicates,156121617484837,156122692638277,1075153440
WhileNeeded,String,duplicates,156122692679538,156123273025549,580346011
PassPerItem,String,duplicates,156123273686357,156124382259304,1108572947
UntilNoChange,String,duplicates,156124382304283,156125469508286,1087204003
WhileNeeded,String,duplicates,156125469553008,156126054063221,584510213
PassPerItem,String,duplicates,156126054836610,156127137566941,1082730331
UntilNoChange,String,duplicates,156127137607565,156128214779154,1077171589
WhileNeeded,String,duplicates,156128214822406,156128794139642,579317236
PassPerItem,String,duplicates,156128794960474,156129888221431,1093260957
UntilNoChange,String,duplicates,156129888261925,156130973854081,1085592156
WhileNeeded,String,duplicates,156130973900466,156131567407921,593507455
PassPerItem,String,duplicates,156131568188163,156132646207221,1078019058
UntilNoChange,String,duplicates,156132646268556,156133736006287,1089737731
WhileNeeded,String,duplicates,156133736049731,156134319738949,583689218
PassPerItem,String,duplicates,156134320409448,156135416656877,1096247429
UntilNoChange,String,duplicates,156135416698776,156136512236232,1095537456
WhileNeeded,String,duplicates,156136512284214,156137102625475,590341261
PassPerItem,String,duplicates,156137103327340,156138200372685,1097045345
UntilNoChange,String,duplicates,156138200414480,156139289571297,1089156817
WhileNeeded,String,duplicates,156139289608103,156139882316518,592708415
PassPerItem,String,duplicates,156139882978779,156140994318850,1111340071
UntilNoChange,String,duplicates,156140994360133,156142112308936,1117948803
WhileNeeded,String,duplicates,156142112352694,156142738406351,626053657
PassPerItem,String,duplicates,156142739086527,156143839762279,1100675752
UntilNoChange,String,duplicates,156143839802835,156144927986384,1088183549
WhileNeeded,String,duplicates,156144928031690,156145522767550,594735860
PassPerItem,String,duplicates,156145523462662,156146640567347,1117104685
UntilNoChange,String,duplicates,156146640608594,156147750951608,1110343014
WhileNeeded,String,duplicates,156147751000206,156148348662580,597662374
PassPerItem,String,duplicates,156148349388635,156149450422039,1101033404
UntilNoChange,String,duplicates,156149450483001,156150525989148,1075506147
WhileNeeded,String,duplicates,156150526032561,156151116037560,590004999
PassPerItem,String,duplicates,156151116770629,156152217549761,1100779132
UntilNoChange,String,duplicates,156152217592389,156153281005342,1063412953
WhileNeeded,String,duplicates,156153281045926,156153866836803,585790877
PassPerItem,String,duplicates,156153867458428,156154957070434,1089612006
UntilNoChange,String,duplicates,156154957113493,156156019337596,1062224103
WhileNeeded,String,duplicates,156156019382493,156156627572861,608190368
PassPerItem,String,duplicates,156156628305706,156157716995543,1088689837
UntilNoChange,String,duplicates,156157717041215,156158808102657,1091061442
WhileNeeded,String,duplicates,156158808149340,156159392447599,584298259
PassPerItem,String,duplicates,156159393319836,156160482637008,1089317172
UntilNoChange,String,duplicates,156160482678779,156161566367949,1083689170
WhileNeeded,String,duplicates,156161566410827,156162162469068,596058241
PassPerItem,String,duplicates,156162163095697,156163244840353,1081744656
UntilNoChange,String,duplicates,156163244900232,156164324255058,1079354826
WhileNeeded,String,duplicates,156164324298105,156164910231995,585933890
PassPerItem,String,duplicates,156164910952034,156166010687190,1099735156
UntilNoChange,String,duplicates,156166010728049,156167101381942,1090653893
WhileNeeded,String,duplicates,156167101428155,156167685906843,584478688
PassPerItem,String,duplicates,156167686774653,156168766755568,1079980915
UntilNoChange,String,duplicates,156168766801222,156169844707075,1077905853
WhileNeeded,String,duplicates,156169844752738,156170430720243,585967505
PassPerItem,String,duplicates,156170431425606,156171519398368,1087972762
UntilNoChange,String,duplicates,156171519440276,156172620089675,1100649399
WhileNeeded,String,duplicates,156172620142721,156173218313220,598170499
PassPerItem,String,duplicates,156173219296174,156174318477455,1099181281
UntilNoChange,String,duplicates,156174318526584,156175404824491,1086297907
WhileNeeded,String,duplicates,156175404865663,156175992571221,587705558
PassPerItem,String,duplicates,156175993435089,156177089420620,1095985531
UntilNoChange,String,duplicates,156177089459474,156178169395185,1079935711
WhileNeeded,String,duplicates,156178169433525,156178756535327,587101802
PassPerItem,String,duplicates,156178757258259,156179845705521,1088447262
UntilNoChange,String,duplicates,156179845742620,156180927276407,1081533787
WhileNeeded,String,duplicates,156180927322108,156181550476752,623154644
PassPerItem,String,duplicates,156181551085415,156182639412800,1088327385
UntilNoChange,String,duplicates,156182639451224,156183714810367,1075359143
WhileNeeded,String,duplicates,156183714855599,156184301966615,587111016
PassPerItem,String,duplicates,156184302604415,156185399195702,1096591287
UntilNoChange,String,duplicates,156185399241164,156186494442450,1095201286
WhileNeeded,String,duplicates,156186494487016,156187087797571,593310555
PassPerItem,String,duplicates,156187088575097,156188187605890,1099030793
UntilNoChange,String,duplicates,156188187646885,156189285936115,1098289230
WhileNeeded,String,duplicates,156189285978207,156189875200792,589222585
PassPerItem,String,duplicates,156189875837443,156190975282502,1099445059
UntilNoChange,String,duplicates,156190975324024,156192066586438,1091262414
WhileNeeded,String,duplicates,156192066637153,156192655919917,589282764
PassPerItem,String,duplicates,156192656735425,156193753144849,1096409424
UntilNoChange,String,duplicates,156193753183990,156194835320342,1082136352
WhileNeeded,String,duplicates,156194835360658,156195426933946,591573288
PassPerItem,String,duplicates,156195427781903,156196557265933,1129484030
UntilNoChange,String,duplicates,156196557308299,156197648882801,1091574502
WhileNeeded,String,duplicates,156197648931517,156198240280401,591348884
PassPerItem,String,duplicates,156198240967928,156199324285607,1083317679
UntilNoChange,String,duplicates,156199324327735,156200390943807,1066616072
WhileNeeded,String,duplicates,156200390980518,156200974482211,583501693
PassPerItem,String,duplicates,156200975160202,156202072350690,1097190488
UntilNoChange,String,duplicates,156202072393603,156203152943597,1080549994
WhileNeeded,String,duplicates,156203152980502,156203754188701,601208199
PassPerItem,String,duplicates,156203754781693,156204824483439,1069701746
UntilNoChange,String,duplicates,156204824531715,156205884333410,1059801695
WhileNeeded,String,duplicates,156205884383575,156206462931551,578547976
PassPerItem,String,duplicates,156206463594816,156207540164751,1076569935
UntilNoChange,String,duplicates,156207540203523,156208625607443,1085403920
WhileNeeded,String,duplicates,156208625650303,156209205597334,579947031
PassPerItem,String,duplicates,156209206387714,156210283244534,1076856820
UntilNoChange,String,duplicates,156210283282798,156211366311163,1083028365
WhileNeeded,String,duplicates,156211366356463,156211955073883,588717420
PassPerItem,String,duplicates,156211955848099,156213057776118,1101928019
UntilNoChange,String,duplicates,156213057827381,156214126402955,1068575574
WhileNeeded,String,duplicates,156214126441681,156214709960119,583518438
PassPerItem,String,duplicates,156214710642933,156215791051803,1080408870
UntilNoChange,String,duplicates,156215791094485,156216886158270,1095063785
WhileNeeded,String,duplicates,156216886201301,156217472282507,586081206
PassPerItem,String,duplicates,156217473070701,156218547506119,1074435418
UntilNoChange,String,duplicates,156218547552434,156219622065465,1074513031
WhileNeeded,String,duplicates,156219622105020,156220202117195,580012175
PassPerItem,String,duplicates,156220202822372,156221289658117,1086835745
UntilNoChange,String,duplicates,156221289701095,156222411945858,1122244763
WhileNeeded,String,duplicates,156222411991370,156223000867620,588876250
PassPerItem,String,duplicates,156223001783785,156224084889964,1083106179
UntilNoChange,String,duplicates,156224084936430,156225165324085,1080387655
WhileNeeded,String,duplicates,156225165369359,156225745291364,579922005
PassPerItem,String,duplicates,156225745945777,156226853961383,1108015606
UntilNoChange,String,duplicates,156226854013422,156227941502955,1087489533
WhileNeeded,String,duplicates,156227941549962,156228533992209,592442247
PassPerItem,String,duplicates,156228534638675,156229660368454,1125729779
UntilNoChange,String,duplicates,156229660411289,156230748348500,1087937211
WhileNeeded,String,duplicates,156230748393865,156231343502622,595108757
PassPerItem,String,duplicates,156231344271209,156232455756466,1111485257
UntilNoChange,String,duplicates,156232455797713,156233554686683,1098888970
WhileNeeded,String,duplicates,156233554726797,156234151168011,596441214
PassPerItem,String,noDuplicates,156305652301696,156306701301027,1048999331
UntilNoChange,String,noDuplicates,156306701352722,156307749779881,1048427159
WhileNeeded,String,noDuplicates,156307749819248,156308463811901,713992653
PassPerItem,String,noDuplicates,156308464259028,156309539245356,1074986328
UntilNoChange,String,noDuplicates,156309539291425,156310613577978,1074286553
WhileNeeded,String,noDuplicates,156310613625521,156311329106210,715480689
PassPerItem,String,noDuplicates,156311329429003,156312389789708,1060360705
UntilNoChange,String,noDuplicates,156312389836205,156313438622541,1048786336
WhileNeeded,String,noDuplicates,156313438668507,156314130221327,691552820
PassPerItem,String,noDuplicates,156314130509454,156315181236894,1050727440
UntilNoChange,String,noDuplicates,156315181279530,156316243460607,1062181077
WhileNeeded,String,noDuplicates,156316243520819,156316940628539,697107720
PassPerItem,String,noDuplicates,156316941042694,156318060212167,1119169473
UntilNoChange,String,noDuplicates,156318060265861,156319153687290,1093421429
WhileNeeded,String,noDuplicates,156319153727380,156319879616905,725889525
PassPerItem,String,noDuplicates,156319880038895,156320921929289,1041890394
UntilNoChange,String,noDuplicates,156320921970955,156321997963114,1075992159
WhileNeeded,String,noDuplicates,156321998003303,156322685070991,687067688
PassPerItem,String,noDuplicates,156322685391480,156323728921037,1043529557
UntilNoChange,String,noDuplicates,156323728967844,156324778837157,1049869313
WhileNeeded,String,noDuplicates,156324778878293,156325479988696,701110403
PassPerItem,String,noDuplicates,156325480448053,156326570880011,1090431958
UntilNoChange,String,noDuplicates,156326570920264,156327662921842,1092001578
WhileNeeded,String,noDuplicates,156327662969033,156328391011943,728042910
PassPerItem,String,noDuplicates,156328391347743,156329438513825,1047166082
UntilNoChange,String,noDuplicates,156329438575532,156330511900188,1073324656
WhileNeeded,String,noDuplicates,156330511935182,156331202213465,690278283
PassPerItem,String,noDuplicates,156331202528009,156332254109314,1051581305
UntilNoChange,String,noDuplicates,156332254153096,156333302143018,1047989922
WhileNeeded,String,noDuplicates,156333302181334,156333984991203,682809869
PassPerItem,String,noDuplicates,156333985321691,156335097274516,1111952825
UntilNoChange,String,noDuplicates,156335097319155,156336179827472,1082508317
WhileNeeded,String,noDuplicates,156336179867269,156336948336091,768468822
PassPerItem,String,noDuplicates,156336948676483,156337996546761,1047870278
UntilNoChange,String,noDuplicates,156337996590673,156339056725463,1060134790
WhileNeeded,String,noDuplicates,156339056774758,156339747797146,691022388
PassPerItem,String,noDuplicates,156339748245613,156340801327511,1053081898
UntilNoChange,String,noDuplicates,156340801369253,156341854320739,1052951486
WhileNeeded,String,noDuplicates,156341854362598,156342541290273,686927675
PassPerItem,String,noDuplicates,156342541609162,156343647262746,1105653584
UntilNoChange,String,noDuplicates,156343647300826,156344831615525,1184314699
WhileNeeded,String,noDuplicates,156344831662176,156345575549422,743887246
PassPerItem,String,noDuplicates,156345575889899,156346733624307,1157734408
UntilNoChange,String,noDuplicates,156346733672207,156347861956130,1128283923
WhileNeeded,String,noDuplicates,156347861997061,156348547680795,685683734
PassPerItem,String,noDuplicates,156348548047270,156349595548419,1047501149
UntilNoChange,String,noDuplicates,156349595585880,156350641284859,1045698979
WhileNeeded,String,noDuplicates,156350641331025,156351323472162,682141137
PassPerItem,String,noDuplicates,156351323843086,156352407420483,1083577397
UntilNoChange,String,noDuplicates,156352407470725,156353506978370,1099507645
WhileNeeded,String,noDuplicates,156353507032743,156354220265071,713232328
PassPerItem,String,noDuplicates,156354220687867,156355263892032,1043204165
UntilNoChange,String,noDuplicates,156355263986020,156356332847605,1068861585
WhileNeeded,String,noDuplicates,156356332886887,156357075214491,742327604
PassPerItem,String,noDuplicates,156357075557886,156358110789868,1035231982
UntilNoChange,String,noDuplicates,156358110834742,156359139690779,1028856037
WhileNeeded,String,noDuplicates,156359139740667,156359809643448,669902781
PassPerItem,String,noDuplicates,156359810005941,156360913574888,1103568947
UntilNoChange,String,noDuplicates,156360913623658,156361982938723,1069315065
WhileNeeded,String,noDuplicates,156361982986056,156362687119252,704133196
PassPerItem,String,noDuplicates,156362687500939,156363734929703,1047428764
UntilNoChange,String,noDuplicates,156363734977369,156364806580702,1071603333
WhileNeeded,String,noDuplicates,156364806623354,156365495716803,689093449
PassPerItem,String,noDuplicates,156365496070344,156366540738906,1044668562
UntilNoChange,String,noDuplicates,156366540778748,156367596548401,1055769653
WhileNeeded,String,noDuplicates,156367596593635,156368272593562,675999927
PassPerItem,String,noDuplicates,156368272915606,156369350521317,1077605711
UntilNoChange,String,noDuplicates,156369350566396,156370401405660,1050839264
WhileNeeded,String,noDuplicates,156370401450963,156371086240229,684789266
PassPerItem,String,noDuplicates,156371086679965,156372146413410,1059733445
UntilNoChange,String,noDuplicates,156372146455943,156373218355926,1071899983
WhileNeeded,String,noDuplicates,156373218394903,156373912879556,694484653
PassPerItem,String,noDuplicates,156373913188305,156374952792205,1039603900
UntilNoChange,String,noDuplicates,156374952834859,156375995993704,1043158845
WhileNeeded,String,noDuplicates,156375996042719,156376681112847,685070128
PassPerItem,String,noDuplicates,156376681508495,156377750690985,1069182490
UntilNoChange,String,noDuplicates,156377750736772,156378799446158,1048709386
WhileNeeded,String,noDuplicates,156378799493101,156379476752587,677259486
PassPerItem,String,noDuplicates,156379477108765,156380532674514,1055565749
UntilNoChange,String,noDuplicates,156380532717052,156381610397780,1077680728
WhileNeeded,String,noDuplicates,156381610432834,156382312088248,701655414
PassPerItem,String,noDuplicates,156382312389951,156383355576351,1043186400
UntilNoChange,String,noDuplicates,156383355621065,156384402234424,1046613359
WhileNeeded,String,noDuplicates,156384402277592,156385092102555,689824963
PassPerItem,String,noDuplicates,156385092416113,156386173377027,1080960914
UntilNoChange,String,noDuplicates,156386173421661,156387229315774,1055894113
WhileNeeded,String,noDuplicates,156387229361859,156387909553526,680191667
PassPerItem,String,noDuplicates,156387909951601,156388984071865,1074120264
UntilNoChange,String,noDuplicates,156388984112927,156390063777187,1079664260
WhileNeeded,String,noDuplicates,156390063826835,156390768144052,704317217
PassPerItem,String,noDuplicates,156390768483588,156391818227918,1049744330
UntilNoChange,String,noDuplicates,156391818275782,156392891723259,1073447477
WhileNeeded,String,noDuplicates,156392891765591,156393576254086,684488495
PassPerItem,String,noDuplicates,156393576554241,156394650110529,1073556288
UntilNoChange,String,noDuplicates,156394650149498,156395901210978,1251061480
WhileNeeded,String,noDuplicates,156395901267265,156396588283505,687016240
PassPerItem,String,noDuplicates,156396588739646,156397703858442,1115118796
UntilNoChange,String,noDuplicates,156397703926010,156398861936620,1158010610
WhileNeeded,String,noDuplicates,156398862005445,156399615151368,753145923
PassPerItem,String,noDuplicates,156399615454041,156400677898821,1062444780
UntilNoChange,String,noDuplicates,156400677944161,156401818881591,1140937430
WhileNeeded,String,noDuplicates,156401818932259,156402581561236,762628977
PassPerItem,String,noDuplicates,156402581882654,156403641120617,1059237963
UntilNoChange,String,noDuplicates,156403641185259,156404718712029,1077526770
WhileNeeded,String,noDuplicates,156404718769948,156405453543007,734773059
PassPerItem,String,noDuplicates,156405453969376,156406633017840,1179048464
UntilNoChange,String,noDuplicates,156406633079166,156407829876318,1196797152
WhileNeeded,String,noDuplicates,156407829932759,156408570623355,740690596
PassPerItem,String,noDuplicates,156408571110369,156409648183988,1077073619
UntilNoChange,String,noDuplicates,156409648250098,156410747790690,1099540592
WhileNeeded,String,noDuplicates,156410747845014,156411481783787,733938773
PassPerItem,String,noDuplicates,156411482153620,156412611973185,1129819565
UntilNoChange,String,noDuplicates,156412612037862,156413672353348,1060315486
WhileNeeded,String,noDuplicates,156413672406520,156414381031680,708625160
PassPerItem,String,noDuplicates,156414381382939,156415477522276,1096139337
UntilNoChange,String,noDuplicates,156415477573898,156416573234159,1095660261
WhileNeeded,String,noDuplicates,156416573275301,156417305773331,732498030
PassPerItem,String,noDuplicates,156417306121153,156418369039615,1062918462
UntilNoChange,String,noDuplicates,156418369082456,156419429968221,1060885765
WhileNeeded,String,noDuplicates,156419430008915,156420134308128,704299213
PassPerItem,String,noDuplicates,156420134689908,156421227181695,1092491787
UntilNoChange,String,noDuplicates,156421227226855,156422297313304,1070086449
WhileNeeded,String,noDuplicates,156422297356828,156422987025959,689669131
PassPerItem,String,noDuplicates,156422987466750,156424081794292,1094327542
UntilNoChange,String,noDuplicates,156424081834948,156425169058964,1087224016
WhileNeeded,String,noDuplicates,156425169102222,156425898019838,728917616
PassPerItem,String,noDuplicates,156425898403744,156426999672149,1101268405
UntilNoChange,String,noDuplicates,156426999718544,156428072461617,1072743073
WhileNeeded,String,noDuplicates,156428072516233,156428765681479,693165246
PassPerItem,String,noDuplicates,156428766057601,156429826664806,1060607205
UntilNoChange,String,noDuplicates,156429826704130,156430877503825,1050799695
WhileNeeded,String,noDuplicates,156430877540585,156431606552247,729011662
PassPerItem,String,noDuplicates,156431606930640,156432694222411,1087291771
UntilNoChange,String,noDuplicates,156432694261201,156433776932655,1082671454
WhileNeeded,String,noDuplicates,156433776984631,156434498226650,721242019
PassPerItem,String,noDuplicates,156434498664909,156435567171890,1068506981
UntilNoChange,String,noDuplicates,156435567213755,156436695132965,1127919210
WhileNeeded,String,noDuplicates,156436695180692,156437391757205,696576513
PassPerItem,String,noDuplicates,156437392113586,156438465325550,1073211964
UntilNoChange,String,noDuplicates,156438465368369,156439512208525,1046840156
WhileNeeded,String,noDuplicates,156439512258452,156440197032053,684773601
PassPerItem,String,noDuplicates,156440197454329,156441310336209,1112881880
UntilNoChange,String,noDuplicates,156441310385216,156442417511043,1107125827
WhileNeeded,String,noDuplicates,156442417557870,156443134558437,717000567
PassPerItem,String,noDuplicates,156443134910647,156444190947742,1056037095
UntilNoChange,String,noDuplicates,156444190988374,156445272057378,1081069004
WhileNeeded,String,noDuplicates,156445272099286,156445994599373,722500087
PassPerItem,String,noDuplicates,156445994889656,156447068809912,1073920256
UntilNoChange,String,noDuplicates,156447068852288,156448116953521,1048101233
WhileNeeded,String,noDuplicates,156448116994749,156448808559904,691565155
PassPerItem,String,noDuplicates,156448808867948,156449863595001,1054727053
UntilNoChange,String,noDuplicates,156449863639924,156450939369789,1075729865
WhileNeeded,String,noDuplicates,156450939420510,156451636809266,697388756
PassPerItem,String,noDuplicates,156451637188247,156452702681531,1065493284
UntilNoChange,String,noDuplicates,156452702729048,156453776451108,1073722060
WhileNeeded,String,noDuplicates,156453776493466,156454484609393,708115927
PassPerItem,String,noDuplicates,156454484985270,156455559822712,1074837442
UntilNoChange,String,noDuplicates,156455559866851,156456621081583,1061214732
WhileNeeded,String,noDuplicates,156456621124034,156457308706749,687582715
PassPerItem,String,noDuplicates,156457309097151,156458380651640,1071554489
UntilNoChange,String,noDuplicates,156458380693168,156459431404987,1050711819
WhileNeeded,String,noDuplicates,156459431442904,156460117737254,686294350
PassPerItem,String,noDuplicates,156460118109822,156461231175926,1113066104
UntilNoChange,String,noDuplicates,156461231225951,156462322969164,1091743213
WhileNeeded,String,noDuplicates,156462323013207,156463036631534,713618327
PassPerItem,String,noDuplicates,156463036921244,156464094069486,1057148242
UntilNoChange,String,noDuplicates,156464094120789,156465151692659,1057571870
WhileNeeded,String,noDuplicates,156465151730777,156465839633137,687902360
PassPerItem,String,noDuplicates,156465840034644,156466944888452,1104853808
UntilNoChange,String,noDuplicates,156466944929744,156468001128708,1056198964
WhileNeeded,String,noDuplicates,156468001170500,156468693832575,692662075
PassPerItem,String,noDuplicates,156468694180501,156469774898490,1080717989
UntilNoChange,String,noDuplicates,156469774939702,156470844977069,1070037367
WhileNeeded,String,noDuplicates,156470845016600,156471560081586,715064986
PassPerItem,String,noDuplicates,156471560372637,156472647546766,1087174129
UntilNoChange,String,noDuplicates,156472647600894,156473704082076,1056481182
WhileNeeded,String,noDuplicates,156473704148649,156474387051395,682902746
PassPerItem,String,noDuplicates,156474387389033,156475443164760,1055775727
UntilNoChange,String,noDuplicates,156475443209408,156476505879065,1062669657
WhileNeeded,String,noDuplicates,156476505927117,156477191758042,685830925
PassPerItem,String,noDuplicates,156477192167939,156478309644087,1117476148
UntilNoChange,String,noDuplicates,156478309691678,156479396665806,1086974128
WhileNeeded,String,noDuplicates,156479396719349,156480132432922,735713573
PassPerItem,String,noDuplicates,156480132762246,156481200040599,1067278353
UntilNoChange,String,noDuplicates,156481200082501,156482271299056,1071216555
WhileNeeded,String,noDuplicates,156482271347768,156482978568861,707221093
PassPerItem,String,noDuplicates,156482978861258,156484055247448,1076386190
UntilNoChange,String,noDuplicates,156484055292695,156485112187653,1056894958
WhileNeeded,String,noDuplicates,156485112228167,156485798228707,686000540
PassPerItem,String,noDuplicates,156485798584631,156486906294459,1107709828
UntilNoChange,String,noDuplicates,156486906343356,156488009124905,1102781549
WhileNeeded,String,noDuplicates,156488009166914,156488738596270,729429356
PassPerItem,String,noDuplicates,156488738905199,156489837018816,1098113617
UntilNoChange,String,noDuplicates,156489837062004,156490921740247,1084678243
WhileNeeded,String,noDuplicates,156490921790545,156491626599195,704808650
PassPerItem,String,noDuplicates,156491626959162,156492674566450,1047607288
UntilNoChange,String,noDuplicates,156492674610226,156493717380089,1042769863
WhileNeeded,String,noDuplicates,156493717424541,156494394045113,676620572
PassPerItem,String,noDuplicates,156494394381298,156495507791240,1113409942
UntilNoChange,String,noDuplicates,156495507835483,156496583170373,1075334890
WhileNeeded,String,noDuplicates,156496583211829,156497313519841,730308012
PassPerItem,String,noDuplicates,156497313888452,156498356984599,1043096147
UntilNoChange,String,noDuplicates,156498357021169,156499417216518,1060195349
WhileNeeded,String,noDuplicates,156499417256301,156500116477442,699221141
PassPerItem,String,noDuplicates,156500116802203,156501216675431,1099873228
UntilNoChange,String,noDuplicates,156501216719490,156502280839595,1064120105
WhileNeeded,String,noDuplicates,156502280875915,156502971984811,691108896
PassPerItem,String,noDuplicates,156502972311226,156504062699268,1090388042
UntilNoChange,String,noDuplicates,156504062740120,156505150470737,1087730617
WhileNeeded,String,noDuplicates,156505150507282,156505875372005,724864723
PassPerItem,String,noDuplicates,156505875715172,156506970552507,1094837335
UntilNoChange,String,noDuplicates,156506970595295,156508040889597,1070294302
WhileNeeded,String,noDuplicates,156508040931141,156508728672515,687741374
PassPerItem,String,noDuplicates,156508728954299,156509774406161,1045451862
UntilNoChange,String,noDuplicates,156509774449159,156510816219414,1041770255
WhileNeeded,String,noDuplicates,156510816261827,156511519841425,703579598
PassPerItem,String,noDuplicates,156511520203892,156512653169192,1132965300
UntilNoChange,String,noDuplicates,156512653214289,156513738929831,1085715542
WhileNeeded,String,noDuplicates,156513738971932,156514466347871,727375939
PassPerItem,String,noDuplicates,156514466707810,156515530140979,1063433169
UntilNoChange,String,noDuplicates,156515530179131,156516609576565,1079397434
WhileNeeded,String,noDuplicates,156516609610788,156517318729210,709118422
PassPerItem,String,noDuplicates,156517319012636,156518398239021,1079226385
UntilNoChange,String,noDuplicates,156518398287927,156519429346034,1031058107
WhileNeeded,String,noDuplicates,156519429392301,156520103157138,673764837
PassPerItem,String,noDuplicates,156520103520078,156521173292528,1069772450
UntilNoChange,String,noDuplicates,156521173346138,156522246094268,1072748130
WhileNeeded,String,noDuplicates,156522246139063,156522949739918,703600855
PassPerItem,String,noDuplicates,156522950077186,156524022915700,1072838514
UntilNoChange,String,noDuplicates,156524022962588,156525079156397,1056193809
WhileNeeded,String,noDuplicates,156525079200158,156525770163292,690963134
PassPerItem,String,noDuplicates,156525770518372,156526813360071,1042841699
UntilNoChange,String,noDuplicates,156526813401421,156527842900582,1029499161
WhileNeeded,String,noDuplicates,156527842944289,156528515111811,672167522
PassPerItem,String,noDuplicates,156528515483933,156529599326658,1083842725
UntilNoChange,String,noDuplicates,156529599380722,156530636783851,1037403129
WhileNeeded,String,noDuplicates,156530636823446,156531326281992,689458546
PassPerItem,String,noDuplicates,156531326657585,156532400021190,1073363605
UntilNoChange,String,noDuplicates,156532400065013,156533474797078,1074732065
WhileNeeded,String,noDuplicates,156533474841416,156534170918765,696077349
PassPerItem,String,noDuplicates,156534171266826,156535240704202,1069437376
UntilNoChange,String,noDuplicates,156535240750181,156536277296120,1036545939
WhileNeeded,String,noDuplicates,156536277336949,156536986812461,709475512
PassPerItem,String,noDuplicates,156536987146347,156538044771394,1057625047
UntilNoChange,String,noDuplicates,156538044815284,156539088520090,1043704806
WhileNeeded,String,noDuplicates,156539088567019,156539781635830,693068811
PassPerItem,String,noDuplicates,156539782007778,156540871108533,1089100755
UntilNoChange,String,noDuplicates,156540871164059,156541945711605,1074547546
WhileNeeded,String,noDuplicates,156541945744665,156542644283347,698538682
PassPerItem,String,noDuplicates,156542644590404,156543679712072,1035121668
UntilNoChange,String,noDuplicates,156543679757024,156544710011851,1030254827
WhileNeeded,String,noDuplicates,156544710053934,156545382119353,672065419
PassPerItem,String,noDuplicates,156545382448675,156546467073547,1084624872
UntilNoChange,String,noDuplicates,156546467118842,156547514081061,1046962219
WhileNeeded,String,noDuplicates,156547514129167,156548197747375,683618208
PassPerItem,String,noDuplicates,156548198131382,156549254306663,1056175281
UntilNoChange,String,noDuplicates,156549254351385,156550326822692,1072471307
WhileNeeded,String,noDuplicates,156550326863303,156551028799297,701935994
PassPerItem,String,noDuplicates,156551029114112,156552112769210,1083655098
UntilNoChange,String,noDuplicates,156552112815389,156553150222479,1037407090
WhileNeeded,String,noDuplicates,156553150270117,156553823693639,673423522
PassPerItem,String,noDuplicates,156553824060327,156554865200312,1041139985
