ALGORITHM,ELEMENT ARRAY TYPE,ARRAY ORDER,START TIME,END TIME,ELAPSED TIME
WhileNeeded,int,random,153003744535680,153003747886983,3351303
PassPerItem,int,random,153003748116252,153003753945610,5829358
UntilNoChange,int,random,153003754050231,153003758868880,4818649
WhileNeeded,int,random,153003758974924,153003762335875,3360951
PassPerItem,int,random,153003762540203,153003767806746,5266543
UntilNoChange,int,random,153003767891709,153003772716142,4824433
WhileNeeded,int,random,153003772799760,153003777855408,5055648
PassPerItem,int,random,153003778132111,153003783542495,5410384
UntilNoChange,int,random,153003783627669,153003788479980,4852311
WhileNeeded,int,random,153003788557533,153003791947570,3390037
PassPerItem,int,random,153003792143556,153003797559483,5415927
UntilNoChange,int,random,153003797645572,153003802510280,4864708
WhileNeeded,int,random,153003802589060,153003807488866,4899806
PassPerItem,int,random,153003807763438,153003813027775,5264337
UntilNoChange,int,random,153003813103563,153003817997150,4893587
WhileNeeded,int,random,153003818075299,153003821411113,3335814
PassPerItem,int,random,153003821595636,153003826932194,5336558
UntilNoChange,int,random,153003827020902,153003832083909,5063007
WhileNeeded,int,random,153003832183651,153003835523987,3340336
PassPerItem,int,random,153003835733118,153003840941710,5208592
UntilNoChange,int,random,153003841010098,153003845725821,4715723
WhileNeeded,int,random,153003845802253,153003849132951,3330698
PassPerItem,int,random,153003849326567,153003854595967,5269400
UntilNoChange,int,random,153003854672280,153003859387185,4714905
WhileNeeded,int,random,153003859462409,153003862759148,3296739
PassPerItem,int,random,153003862937143,153003868319305,5382162
UntilNoChange,int,random,153003868401641,153003873335914,4934273
WhileNeeded,int,random,153003873415250,153003876805806,3390556
PassPerItem,int,random,153003876988551,153003882221074,5232523
UntilNoChange,int,random,153003882291125,153003887100149,4809024
WhileNeeded,int,random,153003887174542,153003890506802,3332260
PassPerItem,int,random,153003890715400,153003895986814,5271414
UntilNoChange,int,random,153003896063781,153003900835440,4771659
WhileNeeded,int,random,153003900911312,153003904259803,3348491
PassPerItem,int,random,153003904452202,153003909746620,5294418
UntilNoChange,int,random,153003909825705,153003914748747,4923042
WhileNeeded,int,random,153003914835075,153003918219760,3384685
PassPerItem,int,random,153003918471540,153003923709496,5237956
UntilNoChange,int,random,153003923792101,153003929428908,5636807
WhileNeeded,int,random,153003929535721,153003933020413,3484692
PassPerItem,int,random,153003933282297,153003939125330,5843033
UntilNoChange,int,random,153003939237595,153003944758719,5521124
WhileNeeded,int,random,153003944849579,153003948329100,3479521
PassPerItem,int,random,153003948570588,153003954052532,5481944
UntilNoChange,int,random,153003954231097,153003958917825,4686728
WhileNeeded,int,random,153003959027280,153003962870556,3843276
PassPerItem,int,random,153003963132469,153003968637539,5505070
UntilNoChange,int,random,153003968780326,153003973783340,5003014
WhileNeeded,int,random,153003973891072,153003977433338,3542266
PassPerItem,int,random,153003977645312,153003983157407,5512095
UntilNoChange,int,random,153003983276676,153003990100307,6823631
WhileNeeded,int,random,153003990218008,153003993607447,3389439
PassPerItem,int,random,153003993755823,153003999158664,5402841
UntilNoChange,int,random,153003999282488,153004004225348,4942860
WhileNeeded,int,random,153004004344360,153004008315707,3971347
PassPerItem,int,random,153004008518791,153004013994381,5475590
UntilNoChange,int,random,153004014100795,153004019117971,5017176
WhileNeeded,int,random,153004019245803,153004022686040,3440237
PassPerItem,int,random,153004022968261,153004028512557,5544296
UntilNoChange,int,random,153004028660641,153004033831800,5171159
WhileNeeded,int,random,153004033989932,153004038453206,4463274
PassPerItem,int,random,153004038684967,153004043950435,5265468
UntilNoChange,int,random,153004044049372,153004048905878,4856506
WhileNeeded,int,random,153004048980630,153004052278850,3298220
PassPerItem,int,random,153004052411148,153004057677975,5266827
UntilNoChange,int,random,153004057744399,153004062479266,4734867
WhileNeeded,int,random,153004062548716,153004065868148,3319432
PassPerItem,int,random,153004066021467,153004071250430,5228963
UntilNoChange,int,random,153004071348372,153004076149303,4800931
WhileNeeded,int,random,153004076235047,153004079762159,3527112
PassPerItem,int,random,153004079914392,153004085805565,5891173
UntilNoChange,int,random,153004085886999,153004091166772,5279773
WhileNeeded,int,random,153004091266238,153004096240242,4974004
PassPerItem,int,random,153004096440429,153004101733852,5293423
UntilNoChange,int,random,153004101808162,153004106452852,4644690
WhileNeeded,int,random,153004106520687,153004109895825,3375138
PassPerItem,int,random,153004110041804,153004115411106,5369302
UntilNoChange,int,random,153004115485230,153004120391203,4905973
WhileNeeded,int,random,153004120458965,153004123833252,3374287
PassPerItem,int,random,153004123964851,153004129297239,5332388
UntilNoChange,int,random,153004129363072,153004134259534,4896462
WhileNeeded,int,random,153004134327830,153004137770896,3443066
PassPerItem,int,random,153004137948520,153004143240101,5291581
UntilNoChange,int,random,153004143311436,153004148113933,4802497
WhileNeeded,int,random,153004148178930,153004151535566,3356636
PassPerItem,int,random,153004151663671,153004156949913,5286242
UntilNoChange,int,random,153004157025440,153004161715460,4690020
WhileNeeded,int,random,153004161782300,153004165076438,3294138
PassPerItem,int,random,153004165215632,153004170448387,5232755
UntilNoChange,int,random,153004170519373,153004175255743,4736370
WhileNeeded,int,random,153004175331978,153004178673723,3341745
PassPerItem,int,random,153004178810056,153004184137738,5327682
UntilNoChange,int,random,153004184201123,153004188986434,4785311
WhileNeeded,int,random,153004189063971,153004192460552,3396581
PassPerItem,int,random,153004192601707,153004198034976,5433269
UntilNoChange,int,random,153004198111711,153004203073098,4961387
WhileNeeded,int,random,153004203151135,153004206565668,3414533
PassPerItem,int,random,153004206739913,153004212080282,5340369
UntilNoChange,int,random,153004212180123,153004217120130,4940007
WhileNeeded,int,random,153004217202248,153004220531276,3329028
PassPerItem,int,random,153004220685737,153004226079885,5394148
UntilNoChange,int,random,153004226157345,153004231054536,4897191
WhileNeeded,int,random,153004231133798,153004234510048,3376250
PassPerItem,int,random,153004234664247,153004239939657,5275410
UntilNoChange,int,random,153004240018500,153004244850791,4832291
WhileNeeded,int,random,153004244918875,153004248226478,3307603
PassPerItem,int,random,153004248369580,153004253910328,5540748
UntilNoChange,int,random,153004253997101,153004259389780,5392679
WhileNeeded,int,random,153004259497721,153004263019412,3521691
PassPerItem,int,random,153004263187208,153004268423318,5236110
UntilNoChange,int,random,153004268499671,153004273281700,4782029
WhileNeeded,int,random,153004273356843,153004276768333,3411490
PassPerItem,int,random,153004276950835,153004282214163,5263328
UntilNoChange,int,random,153004282298362,153004287199427,4901065
WhileNeeded,int,random,153004287287806,153004292330797,5042991
PassPerItem,int,random,153004292539960,153004297806563,5266603
UntilNoChange,int,random,153004297875837,153004302575652,4699815
WhileNeeded,int,random,153004302648399,153004307641326,4992927
PassPerItem,int,random,153004307824383,153004313033134,5208751
UntilNoChange,int,random,153004313105186,153004317986138,4880952
WhileNeeded,int,random,153004318063388,153004321426512,3363124
PassPerItem,int,random,153004321570083,153004326836136,5266053
UntilNoChange,int,random,153004326911657,153004331694625,4782968
WhileNeeded,int,random,153004331757113,153004335130318,3373205
PassPerItem,int,random,153004335273432,153004340579874,5306442
UntilNoChange,int,random,153004340659201,153004345491677,4832476
WhileNeeded,int,random,153004345556255,153004348937532,3381277
PassPerItem,int,random,153004349090756,153004354517951,5427195
UntilNoChange,int,random,153004354603866,153004359494523,4890657
WhileNeeded,int,random,153004359565637,153004362934909,3369272
PassPerItem,int,random,153004363094405,153004368396429,5302024
UntilNoChange,int,random,153004368461036,153004373430957,4969921
WhileNeeded,int,random,153004373494478,153004376884012,3389534
PassPerItem,int,random,153004377032887,153004383336283,6303396
UntilNoChange,int,random,153004383422030,153004388978944,5556914
WhileNeeded,int,random,153004389068362,153004392748777,3680415
PassPerItem,int,random,153004392958557,153004398415834,5457277
UntilNoChange,int,random,153004398501432,153004403630280,5128848
WhileNeeded,int,random,153004403711904,153004407742236,4030332
PassPerItem,int,random,153004407904542,153004413198300,5293758
UntilNoChange,int,random,153004413274253,153004418228397,4954144
WhileNeeded,int,random,153004418298614,153004421707258,3408644
PassPerItem,int,random,153004421854112,153004427097808,5243696
UntilNoChange,int,random,153004427166861,153004431973260,4806399
WhileNeeded,int,random,153004432051659,153004435374087,3322428
PassPerItem,int,random,153004435517524,153004440814953,5297429
UntilNoChange,int,random,153004440882727,153004445695643,4812916
WhileNeeded,int,random,153004445765267,153004449130245,3364978
PassPerItem,int,random,153004449281037,153004454608638,5327601
UntilNoChange,int,random,153004454678448,153004459629014,4950566
WhileNeeded,int,random,153004459716184,153004463107838,3391654
PassPerItem,int,random,153004463258852,153004468509981,5251129
UntilNoChange,int,random,153004468578144,153004473438943,4860799
WhileNeeded,int,random,153004473502892,153004476853252,3350360
PassPerItem,int,random,153004476996675,153004482238694,5242019
UntilNoChange,int,random,153004482303446,153004489769155,7465709
WhileNeeded,int,random,153004489844801,153004494334929,4490128
PassPerItem,int,random,153004494534764,153004499701348,5166584
UntilNoChange,int,random,153004499777467,153004504591106,4813639
WhileNeeded,int,random,153004504686636,153004508126373,3439737
PassPerItem,int,random,153004508326060,153004513569987,5243927
UntilNoChange,int,random,153004513661284,153004518507688,4846404
WhileNeeded,int,random,153004518582538,153004521918354,3335816
PassPerItem,int,random,153004522088635,153004527379609,5290974
UntilNoChange,int,random,153004527467391,153004532468829,5001438
WhileNeeded,int,random,153004532545606,153004535927588,3381982
PassPerItem,int,random,153004536107111,153004541357756,5250645
UntilNoChange,int,random,153004541427123,153004546152391,4725268
WhileNeeded,int,random,153004546226732,153004549565576,3338844
PassPerItem,int,random,153004549736599,153004555035805,5299206
UntilNoChange,int,random,153004555172452,153004559943552,4771100
WhileNeeded,int,random,153004560037065,153004563401577,3364512
PassPerItem,int,random,153004563558860,153004568850563,5291703
UntilNoChange,int,random,153004568940505,153004573874616,4934111
WhileNeeded,int,random,153004573942486,153004577424212,3481726
PassPerItem,int,random,153004577585580,153004582954046,5368466
UntilNoChange,int,random,153004583036782,153004587919703,4882921
WhileNeeded,int,random,153004588013014,153004591367025,3354011
PassPerItem,int,random,153004591570754,153004597051074,5480320
UntilNoChange,int,random,153004597153112,153004604096667,6943555
WhileNeeded,int,random,153004604221017,153004607544891,3323874
PassPerItem,int,random,153004607701833,153004612964829,5262996
UntilNoChange,int,random,153004613050412,153004617893281,4842869
WhileNeeded,int,random,153004617980357,153004621312281,3331924
PassPerItem,int,random,153004621459008,153004626731066,5272058
UntilNoChange,int,random,153004626816868,153004631684455,4867587
WhileNeeded,int,random,153004631795466,153004635167273,3371807
PassPerItem,int,random,153004635483216,153004640729192,5245976
UntilNoChange,int,random,153004640815024,153004645873954,5058930
WhileNeeded,int,random,153004646017691,153004649400481,3382790
PassPerItem,int,random,153004649527561,153004654803872,5276311
UntilNoChange,int,random,153004654880062,153004659545238,4665176
WhileNeeded,int,random,153004659613493,153004662930166,3316673
PassPerItem,int,random,153004663058494,153004668386450,5327956
UntilNoChange,int,random,153004668454381,153004673329753,4875372
WhileNeeded,int,random,153004673402109,153004676896754,3494645
PassPerItem,int,random,153004677023108,153004682889746,5866638
UntilNoChange,int,random,153004682983142,153004688111945,5128803
WhileNeeded,int,random,153004688201136,153004691741665,3540529
PassPerItem,int,random,153004691872736,153004697336045,5463309
UntilNoChange,int,random,153004697429919,153004702452686,5022767
WhileNeeded,int,random,153004702543315,153004706097564,3554249
PassPerItem,int,random,153004706244936,153004711677507,5432571
UntilNoChange,int,random,153004711754071,153004716690820,4936749
WhileNeeded,int,random,153004716771477,153004720275540,3504063
PassPerItem,int,random,153004720415153,153004725884941,5469788
UntilNoChange,int,random,153004725963756,153004731044730,5080974
WhileNeeded,int,random,153004731118129,153004734703133,3585004
PassPerItem,int,random,153004734836311,153004740365689,5529378
UntilNoChange,int,random,153004740459199,153004745567288,5108089
WhileNeeded,int,random,153004745671224,153004749147703,3476479
PassPerItem,int,random,153004749290687,153004754634772,5344085
UntilNoChange,int,random,153004754734110,153004759930945,5196835
WhileNeeded,int,random,153004760064257,153004763539829,3475572
PassPerItem,int,random,153004763690936,153004769034773,5343837
UntilNoChange,int,random,153004769110023,153004774086924,4976901
WhileNeeded,int,random,153004774158401,153004777626854,3468453
PassPerItem,int,random,153004777770567,153004783032537,5261970
UntilNoChange,int,random,153004783107815,153004787950313,4842498
WhileNeeded,int,random,153004788029546,153004791400373,3370827
PassPerItem,int,random,153004791546549,153004796904597,5358048
UntilNoChange,int,random,153004796983285,153004802211207,5227922
WhileNeeded,int,random,153004802292900,153004805771167,3478267
PassPerItem,int,random,153004805918054,153004811215298,5297244
UntilNoChange,int,random,153004811289625,153004816215131,4925506
WhileNeeded,int,random,153004816286838,153004819674968,3388130
PassPerItem,int,random,153004819810454,153004825250751,5440297
UntilNoChange,int,random,153004825331815,153004830293920,4962105
WhileNeeded,int,random,153004830369711,153004833890459,3520748
PassPerItem,int,random,153004834038981,153004839431708,5392727
UntilNoChange,int,random,153004839502725,153004844497355,4994630
WhileNeeded,int,random,153004844578417,153004847984907,3406490
PassPerItem,int,random,153004848153766,153004853509930,5356164
UntilNoChange,int,random,153004853590242,153004858428088,4837846
WhileNeeded,int,random,153004858504152,153004861864881,3360729
PassPerItem,int,random,153004862023039,153004867438769,5415730
UntilNoChange,int,random,153004867518716,153004872472277,4953561
WhileNeeded,int,random,153004872549123,153004875873437,3324314
PassPerItem,int,random,153004876054265,153004881413584,5359319
UntilNoChange,int,random,153004881491897,153004886506932,5015035
WhileNeeded,int,random,153004886587542,153004890012708,3425166
PassPerItem,int,random,153004890165728,153004895590499,5424771
UntilNoChange,int,random,153004895677600,153004900577205,4899605
WhileNeeded,int,random,153004900751137,153004904184620,3433483
PassPerItem,int,random,153004904315015,153004909728303,5413288
UntilNoChange,int,random,153004909797800,153004914628233,4830433
WhileNeeded,int,random,153004914701844,153004918103424,3401580
PassPerItem,int,random,153004918211903,153004923466470,5254567
UntilNoChange,int,random,153004923531290,153004928335939,4804649
WhileNeeded,int,random,153004928397181,153004933368582,4971401
PassPerItem,int,random,153004933518649,153004938842669,5324020
UntilNoChange,int,random,153004938905796,153004943774202,4868406
WhileNeeded,int,random,153004943837908,153004947206352,3368444
PassPerItem,int,random,153004947325094,153004952684396,5359302
UntilNoChange,int,random,153004952746953,153004957711606,4964653
WhileNeeded,int,random,153004957767945,153004961193483,3425538
PassPerItem,int,random,153004961303161,153004966502889,5199728
UntilNoChange,int,random,153004966560176,153004971190078,4629902
WhileNeeded,int,random,153004971245729,153004974468430,3222701
PassPerItem,int,random,153004974577241,153004979831742,5254501
UntilNoChange,int,random,153004979909505,153004984737626,4828121
WhileNeeded,int,random,153004984818024,153004988132066,3314042
PassPerItem,int,random,153004988245281,153004993539706,5294425
UntilNoChange,int,random,153004993602014,153004998459109,4857095
WhileNeeded,int,random,153004998516288,153005001896694,3380406
PassPerItem,int,random,153005002023660,153005007359309,5335649
UntilNoChange,int,random,153005007439964,153005013282267,5842303
WhileNeeded,int,random,153005013354226,153005016717801,3363575
PassPerItem,int,random,153005016842377,153005022264353,5421976
UntilNoChange,int,random,153005022331084,153005027454312,5123228
WhileNeeded,int,random,153005027519268,153005030963214,3443946
PassPerItem,int,random,153005031102179,153005036584332,5482153
UntilNoChange,int,random,153005036661113,153005041431441,4770328
WhileNeeded,int,random,153005041490519,153005044802427,3311908
PassPerItem,int,random,153005044914629,153005052095457,7180828
UntilNoChange,int,random,153005052192581,153005058705501,6512920
WhileNeeded,int,random,153005058779422,153005062247829,3468407
PassPerItem,int,random,153005062369543,153005068168675,5799132
UntilNoChange,int,random,153005068244098,153005073313436,5069338
WhileNeeded,int,random,153005073392139,153005076882822,3490683
PassPerItem,int,random,153005077020368,153005082443175,5422807
UntilNoChange,int,random,153005082508495,153005087414004,4905509
WhileNeeded,int,random,153005087478832,153005090859217,3380385
PassPerItem,int,random,153005090980129,153005096406372,5426243
UntilNoChange,int,random,153005096471440,153005101384594,4913154
WhileNeeded,int,random,153005101451236,153005104862596,3411360
PassPerItem,int,random,153005104987968,153005110288493,5300525
UntilNoChange,int,random,153005110360133,153005115152108,4791975
WhileNeeded,int,random,153005115231439,153005118518358,3286919
PassPerItem,int,random,153005118639880,153005123841042,5201162
UntilNoChange,int,random,153005123905839,153005128728295,4822456
WhileNeeded,int,random,153005128790366,153005132054514,3264148
PassPerItem,int,random,153005132164649,153005137364930,5200281
UntilNoChange,int,random,153005137429529,153005142226323,4796794
WhileNeeded,int,random,153005142293897,153005145579734,3285837
PassPerItem,int,random,153005145697697,153005150842593,5144896
UntilNoChange,int,random,153005150916050,153005155696159,4780109
WhileNeeded,int,random,153005155806001,153005159173311,3367310
PassPerItem,int,random,153005159298309,153005164662354,5364045
UntilNoChange,int,random,153005164736957,153005169615768,4878811
WhileNeeded,int,random,153005169689923,153005173158604,3468681
PassPerItem,int,random,153005173288111,153005178668949,5380838
UntilNoChange,int,random,153005178737623,153005183685485,4947862
WhileNeeded,int,random,153005183753179,153005187179424,3426245
PassPerItem,int,random,153005187297572,153005192691121,5393549
UntilNoChange,int,random,153005192753690,153005197757505,5003815
WhileNeeded,int,random,153005197830879,153005201194641,3363762
PassPerItem,int,sorted,153005280629027,153005283532689,2903662
UntilNoChange,int,sorted,153005283622126,153005283624490,2364
WhileNeeded,int,sorted,153005283657681,153005283659622,1941
PassPerItem,int,sorted,153005283743940,153005286928391,3184451
UntilNoChange,int,sorted,153005286997444,153005287000044,2600
WhileNeeded,int,sorted,153005287031462,153005287033520,2058
PassPerItem,int,sorted,153005287125915,153005290337592,3211677
UntilNoChange,int,sorted,153005290420236,153005290423327,3091
WhileNeeded,int,sorted,153005290469245,153005290471996,2751
PassPerItem,int,sorted,153005290592367,153005294027563,3435196
UntilNoChange,int,sorted,153005294125284,153005294127938,2654
WhileNeeded,int,sorted,153005294196294,153005294200033,3739
PassPerItem,int,sorted,153005294327870,153005297801936,3474066
UntilNoChange,int,sorted,153005297862210,153005297864915,2705
WhileNeeded,int,sorted,153005297912499,153005297914879,2380
PassPerItem,int,sorted,153005298008520,153005301322687,3314167
UntilNoChange,int,sorted,153005301374479,153005301377043,2564
WhileNeeded,int,sorted,153005301409019,153005301411191,2172
PassPerItem,int,sorted,153005301530578,153005304905072,3374494
UntilNoChange,int,sorted,153005304963728,153005304966515,2787
WhileNeeded,int,sorted,153005304996352,153005304998687,2335
PassPerItem,int,sorted,153005305118059,153005308402402,3284343
UntilNoChange,int,sorted,153005308453007,153005308455459,2452
WhileNeeded,int,sorted,153005308487733,153005308489925,2192
PassPerItem,int,sorted,153005308605560,153005311965673,3360113
UntilNoChange,int,sorted,153005312036492,153005312039094,2602
WhileNeeded,int,sorted,153005312069284,153005312071502,2218
PassPerItem,int,sorted,153005312162069,153005315414452,3252383
UntilNoChange,int,sorted,153005315467476,153005315470116,2640
WhileNeeded,int,sorted,153005315498357,153005315500663,2306
PassPerItem,int,sorted,153005315604902,153005318975099,3370197
UntilNoChange,int,sorted,153005319029161,153005319031751,2590
WhileNeeded,int,sorted,153005319060433,153005319062875,2442
PassPerItem,int,sorted,153005319166788,153005322423331,3256543
UntilNoChange,int,sorted,153005322474390,153005322477389,2999
WhileNeeded,int,sorted,153005322504648,153005322506896,2248
PassPerItem,int,sorted,153005322597307,153005326529737,3932430
UntilNoChange,int,sorted,153005326593410,153005326596264,2854
WhileNeeded,int,sorted,153005326626380,153005326628640,2260
PassPerItem,int,sorted,153005326748963,153005332326050,5577087
UntilNoChange,int,sorted,153005332399702,153005332402839,3137
WhileNeeded,int,sorted,153005332434121,153005332436382,2261
PassPerItem,int,sorted,153005332528782,153005335785418,3256636
UntilNoChange,int,sorted,153005335841661,153005335844665,3004
WhileNeeded,int,sorted,153005335872871,153005335875126,2255
PassPerItem,int,sorted,153005335984297,153005339220777,3236480
UntilNoChange,int,sorted,153005339271657,153005339274243,2586
WhileNeeded,int,sorted,153005339373527,153005339377341,3814
PassPerItem,int,sorted,153005339519067,153005342800333,3281266
UntilNoChange,int,sorted,153005342859903,153005342863447,3544
WhileNeeded,int,sorted,153005342894470,153005342896638,2168
PassPerItem,int,sorted,153005343023598,153005346266366,3242768
UntilNoChange,int,sorted,153005346316699,153005346319530,2831
WhileNeeded,int,sorted,153005346351127,153005346353657,2530
PassPerItem,int,sorted,153005346453083,153005349799109,3346026
UntilNoChange,int,sorted,153005349857210,153005349860558,3348
WhileNeeded,int,sorted,153005349893819,153005349896014,2195
PassPerItem,int,sorted,153005350005612,153005353219992,3214380
UntilNoChange,int,sorted,153005353267658,153005353270105,2447
WhileNeeded,int,sorted,153005353321088,153005353323206,2118
PassPerItem,int,sorted,153005353441655,153005356842434,3400779
UntilNoChange,int,sorted,153005356932280,153005356937078,4798
WhileNeeded,int,sorted,153005356977781,153005356980112,2331
PassPerItem,int,sorted,153005357090968,153005360326754,3235786
UntilNoChange,int,sorted,153005360377204,153005360380100,2896
WhileNeeded,int,sorted,153005360417747,153005360420078,2331
PassPerItem,int,sorted,153005360521978,153005364542739,4020761
UntilNoChange,int,sorted,153005364609347,153005364612328,2981
WhileNeeded,int,sorted,153005364667560,153005364670022,2462
PassPerItem,int,sorted,153005364801760,153005368057354,3255594
UntilNoChange,int,sorted,153005368128872,153005368131986,3114
WhileNeeded,int,sorted,153005368163821,153005368166155,2334
PassPerItem,int,sorted,153005368279243,153005371501505,3222262
UntilNoChange,int,sorted,153005371568653,153005371571610,2957
WhileNeeded,int,sorted,153005371609851,153005371612569,2718
PassPerItem,int,sorted,153005371702709,153005374976997,3274288
UntilNoChange,int,sorted,153005375047778,153005375051232,3454
WhileNeeded,int,sorted,153005375087285,153005375089879,2594
PassPerItem,int,sorted,153005375198035,153005378415388,3217353
UntilNoChange,int,sorted,153005378478097,153005378481285,3188
WhileNeeded,int,sorted,153005378512748,153005378515095,2347
PassPerItem,int,sorted,153005378623228,153005381873591,3250363
UntilNoChange,int,sorted,153005381976408,153005381979582,3174
WhileNeeded,int,sorted,153005382045435,153005382047917,2482
PassPerItem,int,sorted,153005382165507,153005385393969,3228462
UntilNoChange,int,sorted,153005385443482,153005385446325,2843
WhileNeeded,int,sorted,153005385473994,153005385476191,2197
PassPerItem,int,sorted,153005385571609,153005388773373,3201764
UntilNoChange,int,sorted,153005388815659,153005388818575,2916
WhileNeeded,int,sorted,153005388879983,153005388883023,3040
PassPerItem,int,sorted,153005389000530,153005392219399,3218869
UntilNoChange,int,sorted,153005392293104,153005392297796,4692
WhileNeeded,int,sorted,153005392339109,153005392342425,3316
PassPerItem,int,sorted,153005392506262,153005395780661,3274399
UntilNoChange,int,sorted,153005395843816,153005395849227,5411
WhileNeeded,int,sorted,153005395881426,153005395883633,2207
PassPerItem,int,sorted,153005396127538,153005399349220,3221682
UntilNoChange,int,sorted,153005399411369,153005399414529,3160
WhileNeeded,int,sorted,153005399444193,153005399446587,2394
PassPerItem,int,sorted,153005399567023,153005405156230,5589207
UntilNoChange,int,sorted,153005405229849,153005405235082,5233
WhileNeeded,int,sorted,153005405274159,153005405278282,4123
PassPerItem,int,sorted,153005405380320,153005408735458,3355138
UntilNoChange,int,sorted,153005408790976,153005408794212,3236
WhileNeeded,int,sorted,153005408820858,153005408823223,2365
PassPerItem,int,sorted,153005408945495,153005412159942,3214447
UntilNoChange,int,sorted,153005412206313,153005412210137,3824
WhileNeeded,int,sorted,153005412250050,153005412253466,3416
PassPerItem,int,sorted,153005412358387,153005415552559,3194172
UntilNoChange,int,sorted,153005415604149,153005415608247,4098
WhileNeeded,int,sorted,153005415646538,153005415649653,3115
PassPerItem,int,sorted,153005415783619,153005418967626,3184007
UntilNoChange,int,sorted,153005419018627,153005419022990,4363
WhileNeeded,int,sorted,153005419063724,153005419067231,3507
PassPerItem,int,sorted,153005419159467,153005422354209,3194742
UntilNoChange,int,sorted,153005422405244,153005422410341,5097
WhileNeeded,int,sorted,153005422452597,153005422455978,3381
PassPerItem,int,sorted,153005422549583,153005425747612,3198029
UntilNoChange,int,sorted,153005425794513,153005425798203,3690
WhileNeeded,int,sorted,153005425839750,153005425843448,3698
PassPerItem,int,sorted,153005425946834,153005429154666,3207832
