ALGORITHM,ELEMENT ARRAY TYPE,ARRAY ORDER,START TIME,END TIME,ELAPSED TIME
WhileNeeded,int,partSorted,153006811404203,153006813013596,1609393
PassPerItem,int,partSorted,153006813131270,153006816768261,3636991
UntilNoChange,int,partSorted,153006816806359,153006819525658,2719299
WhileNeeded,int,partSorted,153006819555759,153006821166496,1610737
PassPerItem,int,partSorted,153006821275316,153006824904916,3629600
UntilNoChange,int,partSorted,153006824957745,153006827638692,2680947
WhileNeeded,int,partSorted,153006827671254,153006829257435,1586181
PassPerItem,int,partSorted,153006829368761,153006833035471,3666710
UntilNoChange,int,partSorted,153006833080447,153006835773591,2693144
WhileNeeded,int,partSorted,153006835813298,153006837345720,1532422
PassPerItem,int,partSorted,153006837495971,153006841273504,3777533
UntilNoChange,int,partSorted,153006841324869,153006844049443,2724574
WhileNeeded,int,partSorted,153006844090553,153006845786576,1696023
PassPerItem,int,partSorted,153006845909177,153006849513217,3604040
UntilNoChange,int,partSorted,153006849557872,153006852427390,2869518
WhileNeeded,int,partSorted,153006852463575,153006854152168,1688593
PassPerItem,int,partSorted,153006854293358,153006857939035,3645677
UntilNoChange,int,partSorted,153006857979218,153006860738393,2759175
WhileNeeded,int,partSorted,153006860772826,153006862362348,1589522
PassPerItem,int,partSorted,153006862464150,153006866146080,3681930
UntilNoChange,int,partSorted,153006866188730,153006868992637,2803907
WhileNeeded,int,partSorted,153006869027251,153006870694214,1666963
PassPerItem,int,partSorted,153006870809122,153006874468424,3659302
UntilNoChange,int,partSorted,153006874506588,153006877179994,2673406
WhileNeeded,int,partSorted,153006877211298,153006878807783,1596485
PassPerItem,int,partSorted,153006878900422,153006882575461,3675039
UntilNoChange,int,partSorted,153006882617330,153006885282124,2664794
WhileNeeded,int,partSorted,153006885321912,153006886831864,1509952
PassPerItem,int,partSorted,153006886921619,153006890537349,3615730
UntilNoChange,int,partSorted,153006890573522,153006893279287,2705765
WhileNeeded,int,partSorted,153006893310468,153006894906665,1596197
PassPerItem,int,partSorted,153006895021711,153006898672530,3650819
UntilNoChange,int,partSorted,153006898709269,153006901320690,2611421
WhileNeeded,int,partSorted,153006901353974,153006902958069,1604095
PassPerItem,int,partSorted,153006903052021,153006906779510,3727489
UntilNoChange,int,partSorted,153006906823002,153006909577502,2754500
WhileNeeded,int,partSorted,153006909610623,153006911253350,1642727
PassPerItem,int,partSorted,153006911353397,153006914958101,3604704
UntilNoChange,int,partSorted,153006915001617,153006917531524,2529907
WhileNeeded,int,partSorted,153006917561084,153006919086299,1525215
PassPerItem,int,partSorted,153006919186743,153006922788913,3602170
UntilNoChange,int,partSorted,153006922826904,153006925441729,2614825
WhileNeeded,int,partSorted,153006925473414,153006926990053,1516639
PassPerItem,int,partSorted,153006927080540,153006930656330,3575790
UntilNoChange,int,partSorted,153006930688707,153006933234728,2546021
WhileNeeded,int,partSorted,153006933259911,153006934775556,1515645
PassPerItem,int,partSorted,153006934872781,153006938494269,3621488
UntilNoChange,int,partSorted,153006938529648,153006941164856,2635208
WhileNeeded,int,partSorted,153006941197632,153006942728753,1531121
PassPerItem,int,partSorted,153006942810544,153006946444831,3634287
UntilNoChange,int,partSorted,153006946481025,153006949155622,2674597
WhileNeeded,int,partSorted,153006949188599,153006950742001,1553402
PassPerItem,int,reverse,153007182473637,153007185804889,3331252
UntilNoChange,int,reverse,153007185864804,153007188897116,3032312
WhileNeeded,int,reverse,153007188928644,153007191108387,2179743
PassPerItem,int,reverse,153007191168466,153007194550687,3382221
UntilNoChange,int,reverse,153007194573598,153007197324386,2750788
WhileNeeded,int,reverse,153007197346068,153007199460139,2114071
PassPerItem,int,reverse,153007199508050,153007202933910,3425860
UntilNoChange,int,reverse,153007202961940,153007205965942,3004002
WhileNeeded,int,reverse,153007206001754,153007208309752,2307998
PassPerItem,int,reverse,153007208413841,153007211943475,3529634
UntilNoChange,int,reverse,153007211972187,153007214768205,2796018
WhileNeeded,int,reverse,153007214804915,153007216942440,2137525
PassPerItem,int,reverse,153007217040969,153007220668302,3627333
UntilNoChange,int,reverse,153007220705621,153007223501344,2795723
WhileNeeded,int,reverse,153007223527760,153007225741422,2213662
PassPerItem,int,reverse,153007225824087,153007229396550,3572463
UntilNoChange,int,reverse,153007229454919,153007232352606,2897687
WhileNeeded,int,reverse,153007232387965,153007234729716,2341751
PassPerItem,int,reverse,153007234850514,153007238346659,3496145
UntilNoChange,int,reverse,153007238378091,153007242586412,4208321
WhileNeeded,int,reverse,153007242637268,153007244854199,2216931
PassPerItem,int,reverse,153007244971211,153007248471192,3499981
UntilNoChange,int,reverse,153007248522709,153007251444985,2922276
WhileNeeded,int,reverse,153007251471830,153007253671233,2199403
PassPerItem,int,reverse,153007253769746,153007257303290,3533544
UntilNoChange,int,reverse,153007257357605,153007260241045,2883440
WhileNeeded,int,reverse,153007260271769,153007262382506,2110737
PassPerItem,int,reverse,153007262492978,153007266079485,3586507
UntilNoChange,int,reverse,153007269842265,153007274645576,4803311
WhileNeeded,int,reverse,153007274678249,153007276950050,2271801
PassPerItem,int,reverse,153007277023193,153007280888606,3865413
UntilNoChange,int,reverse,153007280918740,153007284446466,3527726
WhileNeeded,int,reverse,153007284480692,153007286653347,2172655
PassPerItem,int,reverse,153007286744346,153007290329747,3585401
UntilNoChange,int,reverse,153007290368763,153007293238614,2869851
WhileNeeded,int,reverse,153007293266344,153007295387691,2121347
PassPerItem,int,reverse,153007295475081,153007298879767,3404686
UntilNoChange,int,reverse,153007298907358,153007301686523,2779165
WhileNeeded,int,reverse,153007301706085,153007303782712,2076627
PassPerItem,int,reverse,153007303864859,153007307250580,3385721
UntilNoChange,int,reverse,153007307299133,153007310173525,2874392
WhileNeeded,int,reverse,153007310200986,153007312357715,2156729
PassPerItem,int,reverse,153007312442354,153007315967040,3524686
UntilNoChange,int,reverse,153007315989056,153007318943851,2954795
WhileNeeded,int,reverse,153007318972441,153007321234146,2261705
PassPerItem,int,reverse,153007321351070,153007324929746,3578676
UntilNoChange,int,reverse,153007324966390,153007327864935,2898545
WhileNeeded,int,reverse,153007327891767,153007329951018,2059251
PassPerItem,int,reverse,153007330044844,153007333488833,3443989
UntilNoChange,int,reverse,153007333519444,153007336689625,3170181
WhileNeeded,int,reverse,153007336732867,153007339082905,2350038
PassPerItem,int,reverse,153007339174777,153007342660818,3486041
UntilNoChange,int,reverse,153007342689226,153007345479779,2790553
WhileNeeded,int,reverse,153007345522524,153007347635948,2113424
PassPerItem,int,reverse,153007347729810,153007351257925,3528115
UntilNoChange,int,reverse,153007351290158,153007354144218,2854060
WhileNeeded,int,reverse,153007354169387,153007356335008,2165621
PassPerItem,int,reverse,153007356433502,153007360056300,3622798
UntilNoChange,int,reverse,153007360089599,153007362946898,2857299
WhileNeeded,int,reverse,153007362975434,153007365135889,2160455
PassPerItem,int,reverse,153007365227722,153007368688529,3460807
UntilNoChange,int,reverse,153007368727077,153007371646032,2918955
WhileNeeded,int,reverse,153007371672144,153007373762464,2090320
PassPerItem,int,reverse,153007373853861,153007377395816,3541955
UntilNoChange,int,reverse,153007377427180,153007380308858,2881678
WhileNeeded,int,reverse,153007380342247,153007382496891,2154644
PassPerItem,int,reverse,153007382588404,153007386035232,3446828
UntilNoChange,int,reverse,153007386064035,153007388815781,2751746
WhileNeeded,int,reverse,153007388844720,153007391061394,2216674
PassPerItem,int,reverse,153007391132565,153007394720731,3588166
UntilNoChange,int,reverse,153007394751459,153007397557999,2806540
WhileNeeded,int,reverse,153007397609863,153007399743307,2133444
PassPerItem,int,reverse,153007399897220,153007403548954,3651734
UntilNoChange,int,reverse,153007403590035,153007406355640,2765605
WhileNeeded,int,reverse,153007406382144,153007408536411,2154267
PassPerItem,int,reverse,153007408687554,153007412298019,3610465
UntilNoChange,int,reverse,153007412355146,153007415103447,2748301
WhileNeeded,int,reverse,153007415128336,153007417261546,2133210
PassPerItem,int,reverse,153007417378566,153007420880234,3501668
UntilNoChange,int,reverse,153007420912726,153007423625060,2712334
WhileNeeded,int,reverse,153007423650031,153007425743800,2093769
PassPerItem,int,reverse,153007425851164,153007429324980,3473816
UntilNoChange,int,reverse,153007429353289,153007432175865,2822576
WhileNeeded,int,reverse,153007432200024,153007434511278,2311254
PassPerItem,int,reverse,153007434570357,153007438081079,3510722
UntilNoChange,int,reverse,153007438105682,153007440916037,2810355
WhileNeeded,int,reverse,153007440943812,153007443069509,2125697
PassPerItem,int,reverse,153007443124293,153007446559947,3435654
UntilNoChange,int,reverse,153007446588071,153007449491081,2903010
WhileNeeded,int,reverse,153007449521593,153007451707432,2185839
PassPerItem,int,reverse,153007451794012,153007455291608,3497596
UntilNoChange,int,reverse,153007455321953,153007458113502,2791549
WhileNeeded,int,reverse,153007458138763,153007460312458,2173695
PassPerItem,int,reverse,153007460398345,153007463792343,3393998
UntilNoChange,int,reverse,153007463816154,153007466666805,2850651
WhileNeeded,int,reverse,153007466698863,153007468872719,2173856
PassPerItem,int,reverse,153007468968379,153007472413104,3444725
UntilNoChange,int,reverse,153007472439842,153007475303679,2863837
WhileNeeded,int,reverse,153007475347317,153007477452651,2105334
PassPerItem,int,reverse,153007477545581,153007481333397,3787816
UntilNoChange,int,reverse,153007481365683,153007484229601,2863918
WhileNeeded,int,reverse,153007484256994,153007486393748,2136754
PassPerItem,int,reverse,153007486472574,153007490003629,3531055
UntilNoChange,int,reverse,153007490033740,153007492992975,2959235
WhileNeeded,int,reverse,153007493054097,153007495147425,2093328
PassPerItem,int,reverse,153007495239879,153007498730027,3490148
UntilNoChange,int,reverse,153007498755284,153007501798773,3043489
WhileNeeded,int,reverse,153007501834265,153007504062983,2228718
PassPerItem,int,reverse,153007504313954,153007508500226,4186272
UntilNoChange,int,reverse,153007508537409,153007511310471,2773062
WhileNeeded,int,reverse,153007511333682,153007513528117,2194435
PassPerItem,int,reverse,153007513634674,153007517124501,3489827
UntilNoChange,int,reverse,153007517152668,153007519926039,2773371
WhileNeeded,int,reverse,153007519947509,153007522312749,2365240
PassPerItem,int,reverse,153007522402879,153007525906640,3503761
UntilNoChange,int,reverse,153007525935256,153007528886561,2951305
WhileNeeded,int,reverse,153007528914704,153007531110457,2195753
PassPerItem,int,reverse,153007531188328,153007534730059,3541731
UntilNoChange,int,reverse,153007534756344,153007537608149,2851805
WhileNeeded,int,reverse,153007537636553,153007539900071,2263518
PassPerItem,int,reverse,153007539996834,153007543502428,3505594
UntilNoChange,int,reverse,153007543536593,153007546353760,2817167
WhileNeeded,int,reverse,153007546384640,153007548572511,2187871
PassPerItem,int,reverse,153007548661195,153007552388841,3727646
UntilNoChange,int,reverse,153007552436487,153007555512196,3075709
WhileNeeded,int,reverse,153007555556623,153007557740763,2184140
PassPerItem,int,reverse,153007557872943,153007561512426,3639483
UntilNoChange,int,reverse,153007561592947,153007564657663,3064716
WhileNeeded,int,reverse,153007564687568,153007567060450,2372882
PassPerItem,int,reverse,153007567192766,153007570717368,3524602
UntilNoChange,int,reverse,153007570747721,153007573739055,2991334
WhileNeeded,int,reverse,153007573767930,153007577672191,3904261
PassPerItem,int,reverse,153007577774980,153007581347583,3572603
UntilNoChange,int,reverse,153007581390509,153007584419128,3028619
WhileNeeded,int,reverse,153007584453395,153007586799879,2346484
PassPerItem,int,reverse,153007586862157,153007590356822,3494665
UntilNoChange,int,reverse,153007590382565,153007593273659,2891094
WhileNeeded,int,reverse,153007593300554,153007595479672,2179118
PassPerItem,int,reverse,153007595561313,153007598983864,3422551
UntilNoChange,int,reverse,153007599010160,153007601907410,2897250
WhileNeeded,int,reverse,153007601935841,153007604100663,2164822
PassPerItem,int,reverse,153007604152703,153007607727687,3574984
UntilNoChange,int,reverse,153007607777750,153007610602760,2825010
WhileNeeded,int,reverse,153007610647618,153007612757508,2109890
PassPerItem,int,reverse,153007612840125,153007616438394,3598269
UntilNoChange,int,reverse,153007616466063,153007619253141,2787078
WhileNeeded,int,reverse,153007619283829,153007621676561,2392732
PassPerItem,int,reverse,153007621761618,153007625201079,3439461
UntilNoChange,int,reverse,153007625221350,153007628087072,2865722
WhileNeeded,int,reverse,153007628112796,153007630200882,2088086
PassPerItem,int,reverse,153007630281790,153007633717290,3435500
UntilNoChange,int,reverse,153007633739262,153007636544590,2805328
WhileNeeded,int,reverse,153007636570666,153007638755089,2184423
PassPerItem,int,reverse,153007638834714,153007642200822,3366108
UntilNoChange,int,reverse,153007642221684,153007645069667,2847983
WhileNeeded,int,reverse,153007645098967,153007647329130,2230163
PassPerItem,int,reverse,153007647380566,153007650732310,3351744
UntilNoChange,int,reverse,153007650776748,153007653527126,2750378
WhileNeeded,int,reverse,153007653550590,153007655693162,2142572
PassPerItem,int,reverse,153007655746557,153007659251529,3504972
UntilNoChange,int,reverse,153007659306727,153007662112247,2805520
WhileNeeded,int,reverse,153007662134740,153007664393476,2258736
PassPerItem,int,reverse,153007664471739,153007667981959,3510220
UntilNoChange,int,reverse,153007668013501,153007670859150,2845649
WhileNeeded,int,reverse,153007670884691,153007673073918,2189227
PassPerItem,int,reverse,153007673148054,153007676678558,3530504
UntilNoChange,int,reverse,153007676703997,153007679697467,2993470
WhileNeeded,int,reverse,153007679726241,153007681933164,2206923
PassPerItem,int,reverse,153007681993104,153007685639240,3646136
UntilNoChange,int,reverse,153007685668538,153007688541634,2873096
WhileNeeded,int,reverse,153007688566482,153007690767556,2201074
PassPerItem,int,reverse,153007690869021,153007694414141,3545120
UntilNoChange,int,reverse,153007694449537,153007697316012,2866475
WhileNeeded,int,reverse,153007697342261,153007699533911,2191650
PassPerItem,int,reverse,153007699614885,153007703046233,3431348
UntilNoChange,int,reverse,153007703072588,153007705979128,2906540
WhileNeeded,int,reverse,153007706008463,153007708162572,2154109
PassPerItem,int,reverse,153007708239507,153007711714122,3474615
UntilNoChange,int,reverse,153007711741754,153007714454822,2713068
WhileNeeded,int,reverse,153007714478936,153007716731566,2252630
PassPerItem,int,reverse,153007716846794,153007720461816,3615022
UntilNoChange,int,reverse,153007720491318,153007723284687,2793369
WhileNeeded,int,reverse,153007723309257,153007725465981,2156724
PassPerItem,int,reverse,153007725552319,153007729040485,3488166
UntilNoChange,int,reverse,153007729068682,153007732040948,2972266
WhileNeeded,int,reverse,153007732069741,153007734254091,2184350
PassPerItem,int,reverse,153007734350757,153007737905680,3554923
UntilNoChange,int,reverse,153007737954862,153007740904609,2949747
WhileNeeded,int,reverse,153007740931630,153007743209528,2277898
PassPerItem,int,reverse,153007743283931,153007746725307,3441376
UntilNoChange,int,reverse,153007746756843,153007749560449,2803606
WhileNeeded,int,reverse,153007749585368,153007751964724,2379356
PassPerItem,int,reverse,153007752109354,153007755638928,3529574
UntilNoChange,int,reverse,153007755690001,153007758485114,2795113
WhileNeeded,int,reverse,153007758531966,153007760805680,2273714
PassPerItem,int,reverse,153007760890140,153007764403301,3513161
UntilNoChange,int,reverse,153007764430327,153007767365732,2935405
WhileNeeded,int,reverse,153007767387528,153007769589129,2201601
PassPerItem,int,reverse,153007769674604,153007773241706,3567102
UntilNoChange,int,reverse,153007773285281,153007776109099,2823818
WhileNeeded,int,reverse,153007776136909,153007778344300,2207391
PassPerItem,int,reverse,153007778416552,153007782058493,3641941
UntilNoChange,int,reverse,153007782090356,153007785013904,2923548
WhileNeeded,int,reverse,153007785042660,153007787406217,2363557
PassPerItem,int,reverse,153007787479383,153007790990811,3511428
UntilNoChange,int,reverse,153007791021194,153007793976642,2955448
WhileNeeded,int,reverse,153007794003141,153007796202152,2199011
PassPerItem,int,reverse,153007796292404,153007799737122,3444718
UntilNoChange,int,reverse,153007799771113,153007802649110,2877997
WhileNeeded,int,reverse,153007802676638,153007804842831,2166193
PassPerItem,int,reverse,153007804895196,153007809074396,4179200
UntilNoChange,int,reverse,153007809114030,153007812047208,2933178
WhileNeeded,int,reverse,153007812080488,153007814269018,2188530
PassPerItem,int,reverse,153007814348067,153007818214729,3866662
UntilNoChange,int,reverse,153007818247494,153007821836796,3589302
WhileNeeded,int,reverse,153007821872699,153007824782551,2909852
PassPerItem,int,reverse,153007824876886,153007828326456,3449570
UntilNoChange,int,reverse,153007828356473,153007831144465,2787992
WhileNeeded,int,reverse,153007831169410,153007833464233,2294823
PassPerItem,int,reverse,153007833550589,153007837233229,3682640
UntilNoChange,int,reverse,153007837263116,153007840187345,2924229
WhileNeeded,int,reverse,153007840216584,153007842397480,2180896
PassPerItem,int,reverse,153007842484783,153007845908406,3423623
UntilNoChange,int,reverse,153007845928675,153007848876670,2947995
WhileNeeded,int,reverse,153007848904142,153007851162939,2258797
PassPerItem,int,reverse,153007851290079,153007854857750,3567671
UntilNoChange,int,reverse,153007854895078,153007857720007,2824929
WhileNeeded,int,reverse,153007857747526,153007859917449,2169923
PassPerItem,int,reverse,153007859990773,153007863456886,3466113
UntilNoChange,int,reverse,153007863488826,153007866310610,2821784
WhileNeeded,int,reverse,153007866335582,153007868596918,2261336
PassPerItem,int,reverse,153007868703871,153007872286002,3582131
UntilNoChange,int,reverse,153007872312900,153007875388528,3075628
WhileNeeded,int,reverse,153007875413575,153007877632267,2218692
PassPerItem,int,reverse,153007877720398,153007881196181,3475783
UntilNoChange,int,reverse,153007881222282,153007884190092,2967810
WhileNeeded,int,reverse,153007884217186,153007886491744,2274558
PassPerItem,int,reverse,153007886555259,153007889972339,3417080
UntilNoChange,int,reverse,153007890010308,153007892889709,2879401
WhileNeeded,int,reverse,153007892915413,153007895133992,2218579
PassPerItem,int,reverse,153007895210318,153007898777259,3566941
UntilNoChange,int,reverse,153007898806869,153007901683980,2877111
WhileNeeded,int,reverse,153007901730363,153007903832643,2102280
PassPerItem,int,reverse,153007903876537,153007907439186,3562649
UntilNoChange,int,reverse,153007907467446,153007910221289,2753843
WhileNeeded,int,reverse,153007910242848,153007912482265,2239417
PassPerItem,int,reverse,153007912560783,153007916076743,3515960
UntilNoChange,int,reverse,153007916104925,153007918931145,2826220
WhileNeeded,int,reverse,153007918950894,153007921104933,2154039
PassPerItem,int,reverse,153007921188992,153007924715980,3526988
UntilNoChange,int,reverse,153007924740402,153007927619789,2879387
WhileNeeded,int,reverse,153007927646803,153007929759890,2113087
PassPerItem,int,reverse,153007929842420,153007933284605,3442185
UntilNoChange,int,reverse,153007933305739,153007936226999,2921260
WhileNeeded,int,reverse,153007936253140,153007938563208,2310068
PassPerItem,int,reverse,153007938654525,153007942116656,3462131
UntilNoChange,int,reverse,153007942168574,153007945060837,2892263
WhileNeeded,int,reverse,153007945083836,153007947233761,2149925
PassPerItem,int,reverse,153007947308471,153007950952898,3644427
UntilNoChange,int,reverse,153007950977247,153007953820174,2842927
WhileNeeded,int,reverse,153007953843353,153007956132138,2288785
PassPerItem,int,reverse,153007956219889,153007959663554,3443665
UntilNoChange,int,reverse,153007959684301,153007962586061,2901760
WhileNeeded,int,reverse,153007962611431,153007964806378,2194947
PassPerItem,int,reverse,153007964872706,153007968564193,3691487
UntilNoChange,int,reverse,153007968616131,153007971463720,2847589
WhileNeeded,int,reverse,153007971487937,153007973597759,2109822
PassPerItem,int,reverse,153007973653638,153007977182715,3529077
UntilNoChange,int,reverse,153007977210215,153007980144331,2934116
WhileNeeded,int,reverse,153007980167902,153007982473931,2306029
PassPerItem,int,reverse,153007982541488,153007986198817,3657329
UntilNoChange,int,reverse,153007986254923,153007989158336,2903413
WhileNeeded,int,reverse,153007989187884,153007991406175,2218291
PassPerItem,int,reverse,153007991466610,153007994914330,3447720
UntilNoChange,int,reverse,153007994942408,153007997977154,3034746
WhileNeeded,int,reverse,153007998007302,153008000230407,2223105
PassPerItem,int,reverse,153008000301807,153008003935175,3633368
UntilNoChange,int,reverse,153008003980147,153008006767286,2787139
WhileNeeded,int,reverse,153008006793358,153008008958952,2165594
PassPerItem,int,reverse,153008009068522,153008012726465,3657943
UntilNoChange,int,reverse,153008012798506,153008015720413,2921907
WhileNeeded,int,reverse,153008015776135,153008018022189,2246054
PassPerItem,int,reverse,153008018119167,153008021703484,3584317
UntilNoChange,int,reverse,153008021735234,153008024712830,2977596
WhileNeeded,int,reverse,153008024738398,153008026956150,2217752
PassPerItem,int,reverse,153008027060462,153008030494798,3434336
UntilNoChange,int,reverse,153008030516503,153008033445595,2929092
WhileNeeded,int,reverse,153008033472555,153008036187862,2715307
PassPerItem,int,reverse,153008036271929,153008041981409,5709480
UntilNoChange,int,reverse,153008042012820,153008045090061,3077241
WhileNeeded,int,reverse,153008045122151,153008047458065,2335914
PassPerItem,int,reverse,153008047534238,153008052144523,4610285
UntilNoChange,int,reverse,153008052187016,153008056762580,4575564
WhileNeeded,int,reverse,153008056788468,153008060474474,3686006
PassPerItem,int,reverse,153008060558604,153008063964779,3406175
UntilNoChange,int,reverse,153008064020699,153008066937284,2916585
WhileNeeded,int,reverse,153008066965531,153008070493957,3528426
PassPerItem,int,reverse,153008070551820,153008075810713,5258893
UntilNoChange,int,reverse,153008075874631,153008078680103,2805472
WhileNeeded,int,reverse,153008078725760,153008081618791,2893031
PassPerItem,int,reverse,153008081721360,153008085734920,4013560
UntilNoChange,int,reverse,153008085769435,153008089274750,3505315
WhileNeeded,int,reverse,153008089310186,153008091833262,2523076
PassPerItem,int,reverse,153008091902570,153008095935560,4032990
UntilNoChange,int,reverse,153008095989695,153008099235463,3245768
WhileNeeded,int,reverse,153008099266902,153008101535590,2268688
PassPerItem,int,reverse,153008101644916,153008105788254,4143338
UntilNoChange,int,reverse,153008105819635,153008108704338,2884703
WhileNeeded,int,reverse,153008108737545,153008111106646,2369101
PassPerItem,int,reverse,153008111198861,153008114765461,3566600
UntilNoChange,int,reverse,153008114798154,153008117580861,2782707
WhileNeeded,int,reverse,153008117606540,153008119702696,2096156
PassPerItem,int,reverse,153008119751867,153008123128954,3377087
UntilNoChange,int,reverse,153008123180047,153008125907777,2727730
WhileNeeded,int,reverse,153008125933575,153008128041040,2107465
PassPerItem,int,reverse,153008128103000,153008131487484,3384484
UntilNoChange,int,reverse,153008131505620,153008134352207,2846587
WhileNeeded,int,reverse,153008134380903,153008136509964,2129061
PassPerItem,int,reverse,153008136555045,153008139962048,3407003
UntilNoChange,int,reverse,153008139985487,153008143064604,3079117
WhileNeeded,int,reverse,153008143091945,153008145229395,2137450
PassPerItem,int,reverse,153008145310557,153008148914814,3604257
UntilNoChange,int,reverse,153008148944772,153008151855748,2910976
WhileNeeded,int,reverse,153008151903468,153008154209336,2305868
PassPerItem,int,reverse,153008154338674,153008159307205,4968531
UntilNoChange,int,reverse,153008159350644,153008162401583,3050939
WhileNeeded,int,reverse,153008162439886,153008164647499,2207613
PassPerItem,int,reverse,153008164751003,153008169022121,4271118
UntilNoChange,int,reverse,153008169079628,153008171993910,2914282
WhileNeeded,int,reverse,153008172070176,153008174255670,2185494
PassPerItem,int,reverse,153008174339728,153008178244431,3904703
UntilNoChange,int,reverse,153008178283588,153008181285215,3001627
WhileNeeded,int,reverse,153008181314573,153008183908760,2594187
PassPerItem,int,reverse,153008183986894,153008187732571,3745677
UntilNoChange,int,reverse,153008187765872,153008190669047,2903175
WhileNeeded,int,reverse,153008190732949,153008192957818,2224869
PassPerItem,int,reverse,153008193023872,153008196644959,3621087
UntilNoChange,int,reverse,153008196767238,153008199684610,2917372
WhileNeeded,int,reverse,153008199713809,153008201865880,2152071
PassPerItem,int,reverse,153008201943166,153008205632699,3689533
UntilNoChange,int,reverse,153008205659091,153008208480832,2821741
WhileNeeded,int,reverse,153008208505218,153008210737510,2232292
PassPerItem,int,reverse,153008210838735,153008215183898,4345163
UntilNoChange,int,reverse,153008215233675,153008218361015,3127340
WhileNeeded,int,reverse,153008218391154,153008220669446,2278292
PassPerItem,int,reverse,153008220761560,153008224279974,3518414
UntilNoChange,int,reverse,153008224308275,153008227153911,2845636
WhileNeeded,int,reverse,153008227178256,153008229303541,2125285
PassPerItem,int,reverse,153008229361481,153008233007563,3646082
UntilNoChange,int,reverse,153008233032798,153008236724161,3691363
WhileNeeded,int,reverse,153008236762113,153008238993082,2230969
PassPerItem,int,reverse,153008239046861,153008242492086,3445225
UntilNoChange,int,reverse,153008242509478,153008245372221,2862743
WhileNeeded,int,reverse,153008245392786,153008247488639,2095853
PassPerItem,int,reverse,153008247524838,153008251207480,3682642
UntilNoChange,int,reverse,153008251241878,153008254295929,3054051
WhileNeeded,int,reverse,153008254331850,153008257152472,2820622
PassPerItem,int,reverse,153008257247580,153008261020358,3772778
UntilNoChange,int,reverse,153008261051044,153008264727490,3676446
WhileNeeded,int,reverse,153008264757855,153008266966770,2208915
PassPerItem,int,reverse,153008267050644,153008271306346,4255702
UntilNoChange,int,reverse,153008271342458,153008274121409,2778951
WhileNeeded,int,reverse,153008274151547,153008276315386,2163839
PassPerItem,int,reverse,153008276399786,153008280712733,4312947
UntilNoChange,int,reverse,153008280753546,153008283693466,2939920
WhileNeeded,int,reverse,153008283743329,153008286050582,2307253
PassPerItem,int,reverse,153008286139199,153008289666498,3527299
UntilNoChange,int,reverse,153008289715063,153008292508441,2793378
WhileNeeded,int,reverse,153008292531141,153008294772338,2241197
PassPerItem,int,reverse,153008294835962,153008298315842,3479880
UntilNoChange,int,reverse,153008298343062,153008301217841,2874779
WhileNeeded,int,reverse,153008301246973,153008303434663,2187690
PassPerItem,int,reverse,153008303489877,153008306982756,3492879
UntilNoChange,int,reverse,153008307028610,153008309859798,2831188
WhileNeeded,int,reverse,153008309884230,153008312105960,2221730
PassPerItem,int,duplicates,153008508490293,153008511833626,3343333
UntilNoChange,int,duplicates,153008511887053,153008514626000,2738947
WhileNeeded,int,duplicates,153008514656390,153008516537521,1881131
PassPerItem,int,duplicates,153008516649757,153008520120160,3470403
UntilNoChange,int,duplicates,153008520137089,153008522744535,2607446
WhileNeeded,int,duplicates,153008522764445,153008524694658,1930213
PassPerItem,int,duplicates,153008524794315,153008528249015,3454700
UntilNoChange,int,duplicates,153008528265883,153008530892010,2626127
WhileNeeded,int,duplicates,153008530918432,153008532773135,1854703
PassPerItem,int,duplicates,153008532876303,153008536417826,3541523
UntilNoChange,int,duplicates,153008536438987,153008539046008,2607021
WhileNeeded,int,duplicates,153008539064657,153008540978384,1913727
PassPerItem,int,duplicates,153008541073730,153008544574294,3500564
UntilNoChange,int,duplicates,153008544596240,153008547279302,2683062
WhileNeeded,int,duplicates,153008547294719,153008549268421,1973702
PassPerItem,int,duplicates,153008549357122,153008552901936,3544814
UntilNoChange,int,duplicates,153008552930316,153008555433012,2502696
WhileNeeded,int,duplicates,153008555453781,153008557265958,1812177
PassPerItem,int,duplicates,153008557380754,153008560883708,3502954
UntilNoChange,int,duplicates,153008560908620,153008563527822,2619202
WhileNeeded,int,duplicates,153008563549135,153008565369187,1820052
PassPerItem,int,duplicates,153008565479484,153008569013405,3533921
UntilNoChange,int,duplicates,153008569040317,153008571783348,2743031
WhileNeeded,int,duplicates,153008571810644,153008573552234,1741590
PassPerItem,int,duplicates,153008573658113,153008579008461,5350348
UntilNoChange,int,duplicates,153008579045864,153008582287565,3241701
WhileNeeded,int,duplicates,153008582312128,153008584197894,1885766
PassPerItem,int,duplicates,153008584327208,153008587821226,3494018
UntilNoChange,int,duplicates,153008587855205,153008590651655,2796450
WhileNeeded,int,duplicates,153008590675897,153008592558265,1882368
PassPerItem,int,duplicates,153008592678576,153008596187634,3509058
UntilNoChange,int,duplicates,153008596250967,153008599034182,2783215
WhileNeeded,int,duplicates,153008599064539,153008600914925,1850386
PassPerItem,int,duplicates,153008601042202,153008604543185,3500983
UntilNoChange,int,duplicates,153008604570664,153008607416450,2845786
WhileNeeded,int,duplicates,153008607465389,153008609295578,1830189
PassPerItem,int,duplicates,153008609419094,153008612886320,3467226
UntilNoChange,int,duplicates,153008612910721,153008615604075,2693354
WhileNeeded,int,duplicates,153008615651668,153008617444994,1793326
PassPerItem,int,duplicates,153008617560575,153008620982846,3422271
